algorithm,seed,reward_mean,reward_7day,reward_mean_eval_checkpoints,reward_std_eval_checkpoints,reward_std,price_mean,price_7day,price_mean_eval_checkpoints,price_std_eval_checkpoints,price_std,price_mean_eur_per_day,total_timesteps,n_eval_episodes,final_eval_steps,final_eval_data_length_steps,final_eval_days,seven_day_steps,seven_day_truncated,final_eval_source,final_eval_semantics,episode_length_steps,episode_days,korakov_na_dan,reset_mode,observation_mode
DQN,11,-86.5176142348667,-18.077436529542666,-173.70002999488295,63.40330501241329,63.40330501241329,868.0777404303287,86.06498801566306,875.8504981451262,5.7474319091506585,5.7474319091506585,3.577243435839267,15000,5,23295,23296,242.66666666666666,672,False,test_env,deterministic full-horizon rollout cumulative totals,23295,242.65625,96,sequential,sliding_window
