timestamp,scope,run_name,trial,episode,episodes_total,steps,episode_reward,total_reward,avg_reward,epsilon,memory_rss_mb,done,status,error,checkpoint_file
2026-05-31T12:53:32.656106,Learning_DQN,full_run_train_20260531_125332,,1,300,335,-1.2060583793349313,-1.2060583793349313,-1.2060583793349313,1.0,524.0,1,ok,,DQN\dqn_model
2026-05-31T12:53:33.439673,Learning_DQN,full_run_train_20260531_125332,,2,300,335,-1.7551498904627931,-2.961208269797725,-1.4806041348988626,1.0,524.38,1,ok,,DQN\dqn_model
2026-05-31T12:53:34.204326,Learning_DQN,full_run_train_20260531_125332,,3,300,335,-1.321028515333663,-4.282236785131391,-1.4274122617104636,1.0,524.84,1,ok,,DQN\dqn_model
2026-05-31T12:53:34.989634,Learning_DQN,full_run_train_20260531_125332,,4,300,335,-1.5274265007857881,-5.80966328591718,-1.452415821479295,1.0,525.27,1,ok,,DQN\dqn_model
2026-05-31T12:53:35.817184,Learning_DQN,full_run_train_20260531_125332,,5,300,335,-1.4292445011021142,-7.238907787019299,-1.4477815574038597,1.0,525.71,1,ok,,DQN\dqn_model
2026-05-31T12:53:36.601835,Learning_DQN,full_run_train_20260531_125332,,6,300,335,-0.8831795062565155,-8.122087293275808,-1.3536812155459679,1.0,526.16,1,ok,,DQN\dqn_model
2026-05-31T12:53:37.393677,Learning_DQN,full_run_train_20260531_125332,,7,300,335,-1.2426817158067864,-9.3647690090826,-1.3378241441546572,1.0,526.55,1,ok,,DQN\dqn_model
2026-05-31T12:53:38.216686,Learning_DQN,full_run_train_20260531_125332,,8,300,335,-1.662505806799913,-11.0272748158825,-1.3784093519853124,1.0,527.05,1,ok,,DQN\dqn_model
2026-05-31T12:53:39.098275,Learning_DQN,full_run_train_20260531_125332,,9,300,335,-0.9730691765517661,-12.000343992434273,-1.3333715547149192,1.0,527.48,1,ok,,DQN\dqn_model
2026-05-31T12:53:39.907549,Learning_DQN,full_run_train_20260531_125332,,10,300,335,-0.8044351521533415,-12.804779144587611,-1.280477914458761,1.0,528.05,1,ok,,DQN\dqn_model
2026-05-31T12:53:40.705057,Learning_DQN,full_run_train_20260531_125332,,11,300,335,-2.0345072635094783,-14.839286408097083,-1.349026037099735,1.0,528.5,1,ok,,DQN\dqn_model
2026-05-31T12:53:41.494216,Learning_DQN,full_run_train_20260531_125332,,12,300,335,-1.9358428953872797,-16.775129303484363,-1.3979274419570302,1.0,529.06,1,ok,,DQN\dqn_model
2026-05-31T12:53:42.317279,Learning_DQN,full_run_train_20260531_125332,,13,300,335,-0.9980210028641534,-17.77315030634852,-1.3671654081806552,1.0,529.51,1,ok,,DQN\dqn_model
2026-05-31T12:53:43.190812,Learning_DQN,full_run_train_20260531_125332,,14,300,335,-0.2517086205789456,-18.02485892692742,-1.2874899233519586,1.0,529.95,1,ok,,DQN\dqn_model
2026-05-31T12:53:44.087086,Learning_DQN,full_run_train_20260531_125332,,15,300,335,-1.7120931732968228,-19.73695210022426,-1.3157968066816175,1.0,530.49,1,ok,,DQN\dqn_model
2026-05-31T12:53:44.930999,Learning_DQN,full_run_train_20260531_125332,,16,300,335,-1.0343611665118606,-20.77131326673613,-1.298207079171008,1.0,530.95,1,ok,,DQN\dqn_model
2026-05-31T12:53:45.744050,Learning_DQN,full_run_train_20260531_125332,,17,300,335,-0.7585194410203627,-21.529832707756473,-1.2664607475150866,1.0,531.45,1,ok,,DQN\dqn_model
