timestamp,scope,run_name,trial,episode,episodes_total,steps,episode_reward,total_reward,avg_reward,epsilon,memory_rss_mb,done,status,error,checkpoint_file
2026-06-15T13:17:43.406700,Learning_DQN,dqn_train_20260615_131743,,1,10,335,-1.0363032292676497,-1.0363032292676497,-1.0363032292676497,0.9865999999999866,1350.92,1,ok,,DQN/dqn_model
2026-06-15T13:17:43.689326,Learning_DQN,dqn_train_20260615_131743,,2,10,335,-0.7701695261808611,-1.806472755448511,-0.9032363777242555,0.9731999999999732,1351.14,1,ok,,DQN/dqn_model
2026-06-15T13:17:43.969453,Learning_DQN,dqn_train_20260615_131743,,3,10,335,-1.7925179125316981,-3.598990667980209,-1.199663555993403,0.9597999999999598,1351.34,1,ok,,DQN/dqn_model
2026-06-15T13:17:44.249527,Learning_DQN,dqn_train_20260615_131743,,4,10,335,-1.244501302006412,-4.843491969986627,-1.2108729924966568,0.9463999999999464,1351.56,1,ok,,DQN/dqn_model
2026-06-15T13:17:44.532751,Learning_DQN,dqn_train_20260615_131743,,5,10,335,-1.5052029832711404,-6.348694953257769,-1.2697389906515537,0.932999999999933,1351.78,1,ok,,DQN/dqn_model
2026-06-15T13:17:44.819210,Learning_DQN,dqn_train_20260615_131743,,6,10,335,-1.0025803493871315,-7.3512753026449,-1.2252125504408167,0.9195999999999196,1351.98,1,ok,,DQN/dqn_model
2026-06-15T13:17:45.110421,Learning_DQN,dqn_train_20260615_131743,,7,10,335,-1.12351017406778,-8.474785476712675,-1.2106836395303822,0.9061999999999062,1352.2,1,ok,,DQN/dqn_model
2026-06-15T13:17:45.392326,Learning_DQN,dqn_train_20260615_131743,,8,10,335,-1.0191987996852543,-9.493984276397931,-1.1867480345497414,0.8927999999998928,1352.42,1,ok,,DQN/dqn_model
2026-06-15T13:17:45.677719,Learning_DQN,dqn_train_20260615_131743,,9,10,335,-1.8625680367080923,-11.35655231310603,-1.2618391459006701,0.8793999999998794,1352.64,1,ok,,DQN/dqn_model
2026-06-15T13:17:45.961280,Learning_DQN,dqn_train_20260615_131743,,10,10,335,-1.0746067128985919,-12.431159026004629,-1.2431159026004628,0.865999999999866,1352.86,1,ok,,DQN/dqn_model
