timestamp,scope,run_name,trial,episode,episodes_total,steps,episode_reward,total_reward,avg_reward,epsilon,memory_rss_mb,done,status,error,checkpoint_file
2026-05-31T15:01:31.929930,Learning_DQN,dqn_train_20260531_150130,,1,10,335,-3.2591667642307867,-3.2591667642307867,-3.2591667642307867,1.0,823.62,1,ok,,DQN\dqn_model
2026-05-31T15:01:33.774773,Learning_DQN,dqn_train_20260531_150130,,2,10,335,-1.268583108120028,-4.527749872350819,-2.2638749361754096,1.0,824.06,1,ok,,DQN\dqn_model
2026-05-31T15:01:35.601407,Learning_DQN,dqn_train_20260531_150130,,3,10,335,-1.711333167623589,-6.239083039974405,-2.079694346658135,1.0,824.48,1,ok,,DQN\dqn_model
2026-05-31T15:01:37.469108,Learning_DQN,dqn_train_20260531_150130,,4,10,335,-0.9489024563584653,-7.18798549633286,-1.796996374083215,1.0,824.91,1,ok,,DQN\dqn_model
2026-05-31T15:01:39.299658,Learning_DQN,dqn_train_20260531_150130,,5,10,335,-1.1705128499735036,-8.358498346306375,-1.671699669261275,1.0,825.35,1,ok,,DQN\dqn_model
2026-05-31T15:01:41.202205,Learning_DQN,dqn_train_20260531_150130,,6,10,335,-2.0362025561098513,-10.394700902416234,-1.7324501504027057,1.0,825.77,1,ok,,DQN\dqn_model
2026-05-31T15:01:43.092164,Learning_DQN,dqn_train_20260531_150130,,7,10,335,-0.6207093831134634,-11.015410285529699,-1.573630040789957,1.0,826.22,1,ok,,DQN\dqn_model
2026-05-31T15:01:44.962099,Learning_DQN,dqn_train_20260531_150130,,8,10,335,-0.39015383245177215,-11.405564117981474,-1.4256955147476842,1.0,826.6,1,ok,,DQN\dqn_model
2026-05-31T15:01:46.814745,Learning_DQN,dqn_train_20260531_150130,,9,10,335,-1.26129442077688,-12.666858538758357,-1.4074287265287062,1.0,827.1,1,ok,,DQN\dqn_model
2026-05-31T15:01:48.699290,Learning_DQN,dqn_train_20260531_150130,,10,10,335,-2.3192336369816924,-14.986092175740055,-1.4986092175740056,1.0,827.47,1,ok,,DQN\dqn_model
