user_id,cluster,dist_to_centroid,rank_in_cluster
user_138,0,0.5191633734230662,1
user_16,0,0.5808414506283334,2
user_151,0,0.6637209030582649,3
user_20,0,0.693457894389015,4
user_79,0,0.8089141154367112,5
user_300,0,1.0788491611932374,6
user_299,1,0.5380031370049623,1
user_193,1,0.6046514103207774,2
user_127,1,0.6358091956806955,3
user_202,1,0.677341598723111,4
user_132,1,0.7000410668511622,5
user_120,1,0.7788354809359211,6
user_129,1,0.7959240958946632,7
user_152,1,0.8000854699129495,8
user_298,1,0.805963345683387,9
user_83,1,0.8444806755484472,10
user_93,1,0.8570248958955389,11
user_96,1,0.8633503572952014,12
user_176,1,0.8656112596546452,13
user_143,1,0.8758933089567418,14
user_80,1,0.9098684452379451,15
user_220,1,0.9675519060018773,16
user_149,1,1.3527945764639762,17
user_228,1,1.3779563125240568,18
user_91,1,1.4135000571776908,19
user_31,2,0.5212758764540674,1
user_65,2,0.5895173454018398,2
user_6,2,0.6032640650774347,3
user_7,2,0.6391656055131706,4
user_274,2,0.6491181227392789,5
user_24,2,0.7029151619191745,6
user_45,2,0.7089633201964558,7
user_190,2,0.7236474966862515,8
user_15,2,0.7384665390884506,9
user_272,2,0.7688550422633477,10
user_77,2,0.7695679585209804,11
user_42,2,0.8130985497588705,12
user_100,2,0.8153727050682045,13
user_297,2,0.8533205227124565,14
user_46,2,0.9020646531865782,15
user_74,2,0.9334243572632073,16
user_134,2,0.965450440836829,17
user_150,2,0.9761415517782411,18
user_166,2,1.1187482065033476,19
user_48,2,1.1238384070600498,20
user_293,2,1.2943065902648705,21
user_175,2,1.4225013285535628,22
user_26,3,0.9395989550438688,1
user_1,3,0.9904609791200024,2
user_148,3,1.022074762698836,3
user_263,3,1.0720476139565618,4
user_223,4,0.0,1
user_179,5,0.5148272842215178,1
user_69,5,0.6600978211185184,2
user_162,5,0.7055420797454621,3
user_119,5,0.7091243312039136,4
user_265,5,0.7308066035224037,5
user_43,5,0.783827846388498,6
user_14,5,0.788880918822208,7
user_146,5,0.8128774086083254,8
user_106,5,0.8209902838178084,9
user_252,5,0.8658249678097325,10
user_25,5,0.9254960104611952,11
user_270,5,0.9464453106794806,12
user_260,5,1.0731261226265643,13
user_126,5,1.0878465440329,14
user_264,5,1.142713477283353,15
user_236,5,1.156461528160269,16
user_123,5,1.2019331354656186,17
user_296,5,1.2786778986671001,18
user_200,6,0.5414283075156571,1
user_55,6,0.6321252266960949,2
user_261,6,0.6639001095451795,3
user_101,6,0.6909058197485666,4
user_139,6,0.7207639385611023,5
user_67,6,0.7374980370276866,6
user_3,6,0.7559430032115448,7
user_94,6,0.777472437516282,8
user_291,6,0.8100717910770598,9
user_199,6,0.8580763663692078,10
user_63,6,0.8637900826884579,11
user_262,6,0.9349279135361649,12
user_267,6,0.9929004681172671,13
user_115,6,1.0372598159844186,14
user_254,6,1.1480337763651367,15
user_159,6,1.1880132185964125,16
user_253,6,1.1999865636781484,17
user_58,6,1.628647472955616,18
user_142,7,0.5902744984926946,1
user_209,7,0.8907547553372008,2
user_53,7,0.9149581401474098,3
user_266,7,0.9284940977793162,4
user_198,7,0.9781364437142319,5
user_268,7,1.2177063920596107,6
user_9,7,1.3109666825271045,7
user_215,7,1.4095856777269868,8
user_128,8,0.5284701506380135,1
user_278,8,0.5422782280127091,2
user_78,8,0.7722404337824156,3
user_107,8,0.7970479017608233,4
user_98,8,0.8256333290378072,5
user_207,8,0.9239225352143191,6
user_177,8,0.9269472445341594,7
user_242,8,0.9426895546518085,8
user_219,8,0.9552367593001191,9
user_88,8,0.9833727640857876,10
user_118,8,1.0892859819011906,11
user_141,8,1.4326734050944314,12
