user_id,cluster,dist_to_centroid,rank_in_cluster
user_259,0,0.4387312639643202,1
user_2,0,0.503810222148319,2
user_5,0,0.511908583841044,3
user_298,0,0.533291224009973,4
user_147,0,0.5415118319540557,5
user_193,0,0.5495636683806763,6
user_73,0,0.5514297369064757,7
user_144,0,0.5622807585045876,8
user_271,0,0.578897270643489,9
user_129,0,0.67581257151803,10
user_27,0,0.6933660936296137,11
user_83,0,0.7057159606309963,12
user_153,0,0.7119176444900884,13
user_227,0,0.7405720451954636,14
user_33,0,0.7957815339574537,15
user_295,0,0.8380298125798964,16
user_282,0,0.9101280075310866,17
user_51,0,0.9737216517743165,18
user_284,0,0.98163427604874,19
user_132,0,0.9881877337601019,20
user_176,0,1.0427826398126252,21
user_20,0,1.1042510607714977,22
user_299,1,0.6246095607825579,1
user_127,1,0.6647692228296533,2
user_265,1,0.6715853265663058,3
user_172,1,0.6999508317988654,4
user_202,1,0.718899307323851,5
user_47,1,0.7200527026685023,6
user_23,1,0.7396254073274964,7
user_119,1,0.7506275171808658,8
user_71,1,0.7888561199442459,9
user_92,1,0.791007401223588,10
user_13,1,0.8009878361834094,11
user_59,1,0.8034873494875355,12
user_203,1,0.8100963062815436,13
user_275,1,0.8117021754758225,14
user_273,1,0.819083987421617,15
user_120,1,0.8224131278163119,16
user_279,1,0.8240893215531261,17
user_171,1,0.8300686711911504,18
user_96,1,0.8585745045978076,19
user_143,1,0.8700577665016135,20
user_114,1,0.8701969905221129,21
user_100,1,0.8778305168755676,22
user_225,1,0.8786754335157365,23
user_162,1,0.9866341062813213,24
user_80,1,0.9985872943648618,25
user_39,1,1.0141972948396012,26
user_260,1,1.1507926519131884,27
user_300,1,1.2112852942215147,28
user_296,1,1.2150399031542203,29
user_149,1,1.3428075405287652,30
user_228,1,1.5191516301809294,31
user_91,1,1.5596663541062843,32
user_274,2,0.5260874498699972,1
user_216,2,0.6208029582933655,2
user_173,2,0.6377905077081515,3
user_65,2,0.6792738473246813,4
user_24,2,0.6970400421060704,5
user_31,2,0.6978144024384705,6
user_111,2,0.701428761928061,7
user_201,2,0.7124496532291961,8
user_89,2,0.7293499447403885,9
user_256,2,0.7813975221564855,10
user_60,2,0.7854428107832717,11
user_217,2,0.7910650426927548,12
user_182,2,0.8935006523862934,13
user_190,2,0.9117447185045582,14
user_113,2,0.9117537040807914,15
user_77,2,0.9300873085443234,16
user_74,2,0.944202109426349,17
user_220,2,0.992436901819346,18
user_50,2,1.0492779976171591,19
user_134,2,1.0553539605780653,20
user_205,2,1.0798781270402107,21
user_85,2,1.2289963539581528,22
user_293,2,1.2423513984014818,23
user_180,2,1.3689252119417126,24
user_76,2,1.3977776806556632,25
user_112,2,1.538560379382543,26
user_158,2,1.7918234880901707,27
user_121,3,0.9177113242095318,1
user_248,3,1.0345377999922907,2
user_104,3,1.0996456311447973,3
user_130,3,1.263138937170921,4
user_124,3,1.424469358986468,5
user_156,3,1.4789310362176715,6
user_52,3,1.49938988802249,7
user_75,3,1.531521383018496,8
user_62,3,1.9444598282304013,9
user_195,4,0.4993647720770814,1
user_230,4,0.5125173352265155,2
user_243,4,0.5517484821812555,3
user_257,4,0.5668817926054274,4
user_168,4,0.5925567174182921,5
user_222,4,0.6039101563841699,6
user_244,4,0.6499503894743216,7
user_16,4,0.683585024171842,8
user_286,4,0.6889217437593834,9
user_154,4,0.7038307506508767,10
user_49,4,0.7172636493139793,11
user_138,4,0.7409116861587234,12
user_152,4,0.7644909264925954,13
user_294,4,0.7785959822898668,14
user_35,4,0.7944450629052062,15
user_45,4,0.7987892606677033,16
user_34,4,0.8555229324953891,17
user_157,4,0.8687831511668814,18
user_17,4,0.8807565358351613,19
user_135,4,0.8984756918400425,20
user_93,4,0.9625323856215033,21
user_12,4,1.0028837175324368,22
user_72,4,1.0623887845826967,23
user_46,4,1.063371030855271,24
user_233,4,1.089811143572203,25
user_191,4,1.1511030886876277,26
user_164,4,1.1846908456231688,27
user_66,5,0.4102306375856968,1
user_18,5,0.5119607835540084,2
user_169,5,0.5680972262695447,3
user_41,5,0.5833275048293806,4
user_210,5,0.5946342975578324,5
user_105,5,0.622182727157244,6
user_221,5,0.6226405944809063,7
user_283,5,0.6231117414280626,8
user_184,5,0.6414211742929127,9
user_64,5,0.6674611381510844,10
user_108,5,0.687487754307738,11
user_183,5,0.6921480000038865,12
user_110,5,0.6961132090414411,13
user_163,5,0.7031132026307564,14
user_218,5,0.724291282253157,15
user_97,5,0.7431653673154134,16
user_196,5,0.7438441892537969,17
user_142,5,0.7679882421950357,18
user_11,5,0.7833129730264674,19
user_288,5,0.7903523252911882,20
user_32,5,0.800320950110371,21
user_133,5,0.8117662511161536,22
