user_id,cluster,dist_to_centroid,rank_in_cluster
user_138,0,0.5298185837020413,1
user_16,0,0.5959092561076771,2
user_151,0,0.6718296047117992,3
user_20,0,0.7195580649099679,4
user_298,0,0.8461719334160384,5
user_79,0,0.8836560839673185,6
user_300,0,1.121332549025731,7
user_58,0,1.4633323572539703,8
user_299,1,0.5260337728593937,1
user_127,1,0.6323275752140651,2
user_193,1,0.6429513222037758,3
user_202,1,0.6605867283213798,4
user_132,1,0.7479195811432965,5
user_120,1,0.7530661876908821,6
user_129,1,0.8354686270942862,7
user_96,1,0.8359556045669964,8
user_83,1,0.8690595450773131,9
user_93,1,0.8742269429395803,10
user_80,1,0.8860549855471707,11
user_143,1,0.9096696220279461,12
user_176,1,0.9113104808624142,13
user_225,1,0.9399228045198713,14
user_220,1,0.9614514159118908,15
user_149,1,1.3128391621146591,16
user_228,1,1.352217758668328,17
user_91,1,1.3839239633699576,18
user_31,2,0.5526243162807511,1
user_6,2,0.5969661646857304,2
user_65,2,0.6218207383669394,3
user_274,2,0.6506013882784474,4
user_24,2,0.6880613040217358,5
user_7,2,0.696980893337084,6
user_190,2,0.7289242552480714,7
user_45,2,0.7339481451113884,8
user_77,2,0.7592491781513765,9
user_272,2,0.787144791414077,10
user_100,2,0.8077765347487995,11
user_15,2,0.8140086529361028,12
user_42,2,0.8561574766093073,13
user_46,2,0.8828182363286159,14
user_74,2,0.8874147803387694,15
user_134,2,0.9128219926599357,16
user_150,2,0.9725724253763453,17
user_166,2,1.0785487740002333,18
user_191,2,1.103157957535747,19
user_48,2,1.1353435719401739,20
user_293,2,1.2954090227274913,21
user_180,2,1.4531299043748849,22
user_175,2,1.46202782727072,23
user_121,3,0.9326061087728277,1
user_104,3,1.075477443944179,2
user_248,3,1.139638098236731,3
user_130,3,1.2153519612115158,4
user_52,3,1.4262732489229324,5
user_75,3,1.4541174402318728,6
user_156,3,1.4977088869017792,7
user_62,3,1.957382596320408,8
user_168,4,0.48213962451295667,1
user_195,4,0.4934673897953168,2
user_230,4,0.5052114362561182,3
user_243,4,0.5482499874923575,4
user_257,4,0.5806232576092676,5
user_222,4,0.6514102676940279,6
user_49,4,0.6532090189870344,7
user_286,4,0.6534028383417869,8
user_154,4,0.6576984634678607,9
user_244,4,0.712303445091325,10
user_157,4,0.8111839263493492,11
user_17,4,0.8748287005129572,12
user_34,4,0.8915749162399297,13
user_12,4,0.9446972341521263,14
user_233,4,1.0530814140142057,15
user_72,4,1.058413130805556,16
user_90,4,1.0688859843658496,17
user_164,4,1.214980468035481,18
user_66,5,0.4126352842002974,1
user_18,5,0.522381888843649,2
user_163,5,0.5632703422117737,3
user_184,5,0.5871511592347078,4
user_41,5,0.595598337135936,5
user_245,5,0.601495132611962,6
user_283,5,0.6195665303246644,7
user_210,5,0.6263699631399813,8
user_64,5,0.6376785435723514,9
user_97,5,0.644837025028828,10
user_110,5,0.6457415834643412,11
user_169,5,0.6513429362639618,12
user_5,5,0.6655178883588958,13
user_119,5,0.6742246235025848,14
user_105,5,0.6804284058150776,15
user_108,5,0.6881416426626632,16
user_288,5,0.6965998749504396,17
user_32,5,0.7109174138825912,18
user_71,5,0.7363378850063527,19
user_265,5,0.743029164729749,20
user_140,5,0.7457818936036912,21
user_29,5,0.7557444640675316,22
user_212,5,0.7628337637650323,23
user_221,5,0.7650949186598439,24
user_189,5,0.78187966518533,25
user_47,5,0.7932911699789866,26
user_275,5,0.8005305652009248,27
user_13,5,0.8170187185732257,28
user_95,5,0.826586320317863,29
user_218,5,0.8277783606144024,30
user_133,5,0.828940987565712,31
user_273,5,0.834354998272116,32
user_11,5,0.836399251569129,33
user_117,5,0.8643112096579081,34
user_146,5,0.882473765876688,35
user_155,5,0.9005646669523323,36
user_197,5,0.9095119013840212,37
user_181,5,0.909726044557149,38
user_142,5,0.9255396969805053,39
user_8,5,0.9425053938654462,40
user_188,5,0.9501540662532997,41
user_208,5,0.9602894562820492,42
user_194,5,0.9713112233417455,43
user_162,5,0.9816956814766826,44
user_33,5,0.9993252981609648,45
user_203,5,1.0219465504544512,46
user_99,5,1.0386684315425567,47
user_30,5,1.0429121658072298,48
user_287,5,1.0791845930982922,49
user_39,5,1.135559896158136,50
user_260,5,1.1676693643648237,51
user_38,5,1.211756082645926,52
user_126,5,1.228938439847208,53
user_165,5,1.264101307174812,54
user_296,5,1.4143749350599377,55
user_266,5,1.7425836099796823,56
user_21,6,0.5361980979133183,1
user_226,6,0.5956278352042323,2
user_44,6,0.6064323981027162,3
user_160,6,0.6099444659126763,4
user_109,6,0.6426002523735047,5
user_229,6,0.643487731426409,6
user_35,6,0.7052818816804434,7
user_103,6,0.7505280246194446,8
user_232,6,0.7715940290549874,9
user_61,6,0.7866874083138357,10
user_247,6,0.8487684620504654,11
user_294,6,0.8560158376665006,12
user_170,6,0.9074838810035022,13
user_87,6,0.9736031655211523,14
user_148,6,1.1827199033936333,15
user_26,7,0.8357272073654534,1
user_1,7,1.0982651014328262,2
user_68,7,1.1124607589305056,3
user_145,7,1.1642586880581018,4
user_213,8,0.5724078786351473,1
user_78,8,0.5938550022015554,2
user_211,8,0.6383810885866421,3
user_116,8,0.7193158905974186,4
user_199,8,0.7576084423540035,5
user_242,8,0.762597093404715,6
user_131,8,0.8357848596902872,7
user_219,8,0.9601106341450971,8
user_255,8,1.1454638121080958,9
user_254,8,1.1587317421168777,10
user_280,9,0.69588133105739,1
user_86,9,0.7057461015394576,2
user_82,9,0.7154455804139263,3
user_214,9,0.7298947826439646,4
