timestamp,scope,run_name,trial,episode,episodes_total,steps,episode_reward,total_reward,avg_reward,epsilon,memory_rss_mb,done,status,error,checkpoint_file
2026-05-31T16:58:02.375605,Learning_DQN,dqn_train_20260531_165801,,1,10,335,-1.5387711409306848,-1.5387711409306848,-1.5387711409306848,1.0,532.66,1,ok,,DQN\dqn_model
2026-05-31T16:58:03.321703,Learning_DQN,dqn_train_20260531_165801,,2,10,335,0.6420656157049472,-0.8967055252257358,-0.4483527626128679,1.0,533.1,1,ok,,DQN\dqn_model
2026-05-31T16:58:04.275537,Learning_DQN,dqn_train_20260531_165801,,3,10,335,-1.6028931898374543,-2.4995987150631893,-0.8331995716877297,1.0,533.54,1,ok,,DQN\dqn_model
2026-05-31T16:58:05.245306,Learning_DQN,dqn_train_20260531_165801,,4,10,335,-0.1916385292627673,-2.691237244325957,-0.6728093110814892,1.0,533.97,1,ok,,DQN\dqn_model
2026-05-31T16:58:06.196133,Learning_DQN,dqn_train_20260531_165801,,5,10,335,-1.4813394628940353,-4.172576707219991,-0.8345153414439983,1.0,534.41,1,ok,,DQN\dqn_model
2026-05-31T16:58:07.166224,Learning_DQN,dqn_train_20260531_165801,,6,10,335,-0.8980314854856398,-5.0706081927056275,-0.845101365450938,1.0,534.78,1,ok,,DQN\dqn_model
2026-05-31T16:58:08.096046,Learning_DQN,dqn_train_20260531_165801,,7,10,335,-1.8999749423449235,-6.9705831350505445,-0.9957975907215063,1.0,535.29,1,ok,,DQN\dqn_model
2026-05-31T16:58:09.041898,Learning_DQN,dqn_train_20260531_165801,,8,10,335,-1.262044751067033,-8.232627886117578,-1.0290784857646973,1.0,535.66,1,ok,,DQN\dqn_model
2026-05-31T16:58:10.004897,Learning_DQN,dqn_train_20260531_165801,,9,10,335,-0.6533701084076111,-8.885997994525185,-0.9873331105027984,1.0,536.1,1,ok,,DQN\dqn_model
2026-05-31T16:58:10.949827,Learning_DQN,dqn_train_20260531_165801,,10,10,335,-1.3813226306227693,-10.26732062514796,-1.026732062514796,1.0,536.6,1,ok,,DQN\dqn_model
