,Custom DQN,SARSA,No Battery Baseline,Random,SB3 DQN,SB3 PPO,SB3 A2C,SB3 QR_DQN,SB3 MASKABLE_PPO,SB3 RECURRENT_PPO,BTR C51,BTR IQN
2020-02-01 05:00:00+00:00,0.0,-0.30422796052631584,-0.12491875000000001,0.0,0.02460520833333331,0.02460520833333331,0.02460520833333331,0.02460520833333331,0.02460520833333331,0.02460520833333331,-0.12491875000000001,-0.12491875000000001
2020-02-01 05:15:00+00:00,0.0,-0.5970996710526316,-0.23848125,-0.2928717105263158,0.056781249999999964,0.056781249999999964,0.056781249999999964,0.056781249999999964,0.056781249999999964,0.056781249999999964,-0.23848125,-0.23848125
2020-02-01 05:30:00+00:00,0.0,-0.8786151315789474,-0.34068750000000003,-0.2531248355263158,0.09652812499999994,0.056781249999999964,0.09652812499999994,0.09652812499999994,0.09652812499999994,0.09652812499999994,-0.34068750000000003,-0.34068750000000003
2020-02-01 05:45:00+00:00,0.02460520833333331,-1.1828430921052633,-0.46560625000000005,-0.22851962719298252,0.12113333333333325,0.08138645833333327,0.12113333333333325,0.12113333333333325,0.12113333333333325,0.12113333333333325,-0.46560625000000005,-0.46560625000000005
2020-02-01 06:00:00+00:00,0.05866111458333329,-1.4785461817434211,-0.579029734375,-0.3419431115679825,0.15518923958333322,0.11544236458333326,0.15518923958333322,0.15518923958333322,0.15518923958333322,0.15518923958333322,-0.579029734375,-0.579029734375
2020-02-01 06:15:00+00:00,0.10164467083333328,-1.760857796381579,-0.6790617437500001,-0.2989595553179825,0.1981727958333332,0.15842592083333323,0.1981727958333332,0.1981727958333332,0.1981727958333332,0.1981727958333332,-0.6790617437500001,-0.6790617437500001
2020-02-01 06:30:00+00:00,0.12740786770833326,-2.0082400816611843,-0.8049242921875001,-0.2989595553179825,0.18198180989583318,0.1841891177083332,0.18198180989583318,0.18198180989583318,0.18198180989583318,0.18198180989583318,-0.8049242921875001,-0.8049242921875001
2020-02-01 06:45:00+00:00,0.08472254114583316,-2.1432804082236845,-0.93996461875,-0.43399988188048255,0.04694148333333317,0.05492097864583323,0.04694148333333317,0.04694148333333317,0.04694148333333317,0.04694148333333317,-0.93996461875,-0.93996461875
2020-02-01 07:00:00+00:00,-0.025502404166666853,-2.2535053535361844,-1.0501895640625,-0.4060409912554826,-0.06328346197916684,-0.05530396666666679,-0.06328346197916684,-0.06328346197916684,-0.06328346197916684,-0.06328346197916684,-1.0501895640625,-1.0501895640625
2020-02-01 07:15:00+00:00,-0.11586603697916686,-2.3438689863486846,-1.140553196875,-0.4060409912554826,-0.15364709479166686,-0.1456675994791668,-0.15364709479166686,-0.15364709479166686,-0.15364709479166686,-0.15364709479166686,-1.140553196875,-1.140553196875
2020-02-01 07:30:00+00:00,-0.17294061510416686,-2.4009435644736845,-1.197627775,-0.4631155693804826,-0.21072167291666685,-0.2027421776041668,-0.21072167291666685,-0.21072167291666685,-0.21072167291666685,-0.21072167291666685,-1.197627775,-1.197627775
2020-02-01 07:45:00+00:00,-0.22774609166666687,-2.4557490410361846,-1.2524332515624998,-0.5179210459429826,-0.26552714947916684,-0.2575476541666668,-0.26552714947916684,-0.26552714947916684,-0.26552714947916684,-0.26552714947916684,-1.2524332515624998,-1.2524332515624998
2020-02-01 08:00:00+00:00,-0.26796647760416686,-2.4959694269736845,-1.2926536375,-0.44694994906798263,-0.3057475354166668,-0.2977680401041668,-0.3057475354166668,-0.3057475354166668,-0.3057475354166668,-0.3057475354166668,-1.2926536375,-1.2926536375
2020-02-01 08:15:00+00:00,-0.28531039322916685,-2.5133133425986847,-1.3099975531249999,-0.4642938646929826,-0.3230914510416668,-0.3151119557291668,-0.3230914510416668,-0.3230914510416668,-0.3230914510416668,-0.3230914510416668,-1.3099975531249999,-1.3099975531249999
2020-02-01 08:30:00+00:00,-0.30028689010416687,-2.528289839473685,-1.3249740499999998,-0.641793387883772,-0.33806794791666683,-0.3300884526041668,-0.33806794791666683,-0.33806794791666683,-0.33806794791666683,-0.33806794791666683,-1.3249740499999998,-1.3249740499999998
2020-02-01 08:45:00+00:00,-0.30365788854166686,-2.531660837911185,-1.3283450484375,-0.8076874126370616,-0.34143894635416683,-0.3334594510416668,-0.34143894635416683,-0.34143894635416683,-0.34143894635416683,-0.34143894635416683,-1.3283450484375,-1.3283450484375
2020-02-01 09:00:00+00:00,-0.30365788854166686,-2.402932425411185,-1.2963028859374999,-0.6789590001370616,-0.3093967838541668,-0.30141728854166683,-0.3093967838541668,-0.3093967838541668,-0.3093967838541668,-0.3093967838541668,-1.2963028859374999,-1.2963028859374999
2020-02-01 09:15:00+00:00,-0.30365788854166686,-2.4966872875822372,-1.2516745484374998,-0.5376444126370616,-0.2647684463541668,-0.2567889510416668,-0.2647684463541668,-0.2647684463541668,-0.2647684463541668,-0.2647684463541668,-1.2516745484374998,-1.2516745484374998
2020-02-01 09:30:00+00:00,-0.30365788854166686,-2.432501187582237,-1.1874884484375,-0.5376444126370616,-0.2005823463541668,-0.19260285104166683,-0.2005823463541668,-0.2005823463541668,-0.2005823463541668,-0.2005823463541668,-1.1874884484375,-1.1874884484375
2020-02-01 09:45:00+00:00,-0.30365788854166686,-2.369722975082237,-1.1247102359374999,-0.3781799501370616,-0.1378041338541668,-0.12982463854166681,-0.1378041338541668,-0.1378041338541668,-0.1378041338541668,-0.1378041338541668,-1.1247102359374999,-1.1247102359374999
2020-02-01 10:00:00+00:00,-0.30365788854166686,-2.2996566167489036,-1.0546438776041664,-0.2958919466370617,-0.06773777552083346,-0.059758280208333486,-0.06773777552083346,-0.06773777552083346,-0.06773777552083346,-0.06773777552083346,-1.0546438776041664,-1.0546438776041664
2020-02-01 10:15:00+00:00,-0.30365788854166686,-2.232418975082237,-0.9874062359374998,-0.22865430497039502,-0.0005001338541667927,0.007479361458333181,-0.0005001338541667927,-0.0005001338541667927,-0.0005001338541667927,-0.0005001338541667927,-0.9874062359374998,-0.9874062359374998
2020-02-01 10:30:00+00:00,-0.30365788854166686,-2.1617328417489037,-0.9167201026041665,-0.2731777365493424,0.07018599947916655,0.07816549479166653,0.07018599947916655,0.07018599947916655,0.07018599947916655,0.07018599947916655,-0.9167201026041665,-0.9167201026041665
2020-02-01 10:45:00+00:00,-0.30365788854166686,-2.04327635841557,-0.8888461192708331,-0.1547212532160091,0.09805998281249988,0.10603947812499985,0.09805998281249988,0.09805998281249988,0.09805998281249988,0.09805998281249988,-0.8888461192708331,-0.8888461192708331
2020-02-01 11:00:00+00:00,-0.30365788854166686,-1.9958025761239035,-0.8413723369791665,-0.10724747092434242,0.14553376510416655,0.15351326041666652,0.14553376510416655,0.14553376510416655,0.14553376510416655,0.14553376510416655,-0.8413723369791665,-0.8413723369791665
2020-02-01 11:15:00+00:00,-0.30365788854166686,-1.947458415707237,-0.7930281765624998,-0.05890331050767576,0.19387792552083322,0.2018574208333332,0.19387792552083322,0.19387792552083322,0.19387792552083322,0.19387792552083322,-0.7930281765624998,-0.7930281765624998
2020-02-01 11:30:00+00:00,-0.30365788854166686,-1.9997908046052633,-0.7314756463541665,-0.058903310507675784,0.25543045572916656,0.26340995104166653,0.25543045572916656,0.25543045572916656,0.25543045572916656,0.25543045572916656,-0.7314756463541665,-0.7314756463541665
2020-02-01 11:45:00+00:00,-0.30365788854166686,-1.9265263441885967,-0.6582111859374998,-0.058903310507675784,0.32869491614583324,0.3366744114583332,0.32869491614583324,0.32869491614583324,0.32869491614583324,0.32869491614583324,-0.6582111859374998,-0.6582111859374998
2020-02-01 12:00:00+00:00,-0.30365788854166686,-1.8428193316885968,-0.5745041734374999,-0.0881980549155705,0.41240192864583314,0.4203814239583331,0.41240192864583314,0.41240192864583314,0.41240192864583314,0.41240192864583314,-0.5745041734374999,-0.5745041734374999
2020-02-01 12:15:00+00:00,-0.30365788854166686,-1.7664025608552636,-0.4980874026041666,-0.01178128408223722,0.48881869947916645,0.4967981947916664,0.48881869947916645,0.48881869947916645,0.48881869947916645,0.48881869947916645,-0.4980874026041666,-0.4980874026041666
2020-02-01 12:30:00+00:00,-0.30365788854166686,-1.6923395900219302,-0.4240244317708333,-0.05554209099013191,0.5628816703124997,0.5708611656249998,0.5628816703124997,0.5628816703124997,0.5628816703124997,0.5628816703124997,-0.4240244317708333,-0.4240244317708333
2020-02-01 12:45:00+00:00,-0.30365788854166686,-1.6142555441885968,-0.34594038593750004,-0.05554209099013191,0.640965716145833,0.6489452114583331,0.640965716145833,0.640965716145833,0.640965716145833,0.640965716145833,-0.34594038593750004,-0.34594038593750004
2020-02-01 13:00:00+00:00,-0.23615756041666688,-1.546755216063597,-0.27844005781250003,-0.10976857248684244,0.7084660442708329,0.716445539583333,0.7084660442708329,0.7084660442708329,0.7084660442708329,0.7084660442708329,-0.27844005781250003,-0.27844005781250003
2020-02-01 13:15:00+00:00,-0.23615756041666688,-1.485261481688597,-0.21694632343750003,-0.04827483811184244,0.769959778645833,0.7779392739583331,0.769959778645833,0.769959778645833,0.769959778645833,0.769959778645833,-0.21694632343750003,-0.21694632343750003
2020-02-01 13:30:00+00:00,-0.23615756041666688,-1.4248344921052636,-0.15651933385416672,-0.04827483811184244,0.8303867682291663,0.8383662635416664,0.8303867682291663,0.8303867682291663,0.8303867682291663,0.8303867682291663,-0.15651933385416672,-0.15651933385416672
2020-02-01 13:45:00+00:00,-0.23615756041666688,-1.3802117368969302,-0.11189657864583338,-0.13681767898355296,0.8750095234374997,0.8829890187499998,0.8750095234374997,0.8750095234374997,0.8750095234374997,0.8750095234374997,-0.11189657864583338,-0.11189657864583338
