,Custom DQN,SARSA,SB3 DQN,SB3 PPO,SB3 A2C,SB3 QR_DQN,SB3 MASKABLE_PPO,SB3 RECURRENT_PPO,BTR C51,BTR IQN
2012-06-30 16:30:00+00:00,0.1610277778,0.1609603665,0.1610277778,0.1634824811,0.5005126813,0.1610277778,0.1634824811,0.1634824811,0.1610277778,0.1610277778
2012-06-30 17:00:00+00:00,0.3220555556,0.660528219,0.3220555556,0.3260044954,1.0000805338,0.3220555556,0.3260044954,0.3260044954,0.3220555556,0.3220555556
2012-06-30 17:30:00+00:00,0.4830833334,0.8214712641,0.4910883525,0.4950372923,1.5061667656,0.4830833334,0.4950372923,0.4950372923,0.4830833334,0.4830833334
2012-06-30 18:00:00+00:00,0.6441111112,0.9839933674,0.6536104558,0.6575593956,1.7810441677,0.6441111112,0.6575593956,0.6575593956,0.6441111112,0.6441111112
2012-06-30 18:30:00+00:00,0.805138889,1.1487569426,0.818374031,0.8223229707999999,1.9458077429,0.805138889,0.8223229707999999,0.8223229707999999,0.805138889,0.805138889
2012-06-30 19:00:00+00:00,0.9661666668,1.3097847204,0.9856990783999999,0.9896480181999999,2.1131327903,0.9661666668,0.9896480181999999,0.9896480181999999,0.9661666668,0.9661666668
2012-06-30 19:30:00+00:00,1.1271944446,1.4723067065,1.1482210645,1.1521700042999998,2.2756547763999997,1.1271944446,1.1521700042999998,1.1521700042999998,1.1271944446,1.1271944446
2012-06-30 20:00:00+00:00,1.2882222224,1.638350751,1.314265109,1.3182140487999998,2.4416988209,1.2882222224,1.3182140487999998,1.3182140487999998,1.2882222224,1.2882222224
2012-06-30 20:30:00+00:00,1.4492500002,1.7993785288,1.4793486136999998,1.4832975534999997,2.6067823256000002,1.4492500002,1.4832975534999997,1.4832975534999997,1.4492500002,1.4492500002
2012-06-30 21:00:00+00:00,1.610277778,1.9604063066,1.6418706066999997,1.6458195464999996,2.7693043186000006,1.610277778,1.6458195464999996,1.6458195464999996,1.610277778,1.610277778
2012-06-30 21:30:00+00:00,1.7713055558,2.1214340843999997,1.8095154674999998,1.8134644072999997,2.936949179400001,1.7713055558,1.8134644072999997,1.8134644072999997,1.7713055558,1.7713055558
2012-06-30 22:00:00+00:00,1.9323333336,2.2824618622,1.9720374781999999,1.9759864179999997,3.099471190100001,1.9323333336,1.9759864179999997,1.9759864179999997,1.9323333336,1.9323333336
2012-06-30 22:30:00+00:00,2.0933611114,2.44348964,2.1377615824999996,2.1417105222999995,3.2651952944000007,2.0933611114,2.1417105222999995,2.1417105222999995,2.0933611114,2.0933611114
2012-06-30 23:00:00+00:00,2.2543888892000004,2.6045174178000003,2.301671099899999,2.305620039699999,3.4291048118000003,2.2543888892000004,2.305620039699999,2.305620039699999,2.2543888892000004,2.2543888892000004
2012-06-30 23:30:00+00:00,2.4154166670000006,2.7655451956000006,2.462612557299999,2.469102689999999,3.5925874621,2.4154166670000006,2.469102689999999,2.469102689999999,2.4154166670000006,2.4154166670000006
