,Custom DQN,SARSA,No Battery Baseline,Random,SB3 DQN,SB3 PPO,SB3 A2C,SB3 QR_DQN,SB3 MASKABLE_PPO,SB3 RECURRENT_PPO,BTR C51,BTR IQN
2020-02-01 05:00:00+00:00,-100.0,143.54066985645935,0.0,-100.0,-119.69696969696967,-119.69696969696967,-119.69696969696967,-119.69696969696967,-119.69696969696967,0.0,0.0,-119.69696969696967
2020-02-01 05:15:00+00:00,-100.0,150.37593984962407,0.0,22.807017543859647,-123.8095238095238,-123.8095238095238,-123.8095238095238,-123.8095238095238,-123.8095238095238,-61.11111111111111,0.0,-123.8095238095238
2020-02-01 05:30:00+00:00,-100.0,157.89473684210526,0.0,-25.701754385964904,-128.33333333333331,-128.33333333333331,-128.33333333333331,-128.33333333333331,-128.33333333333331,-84.44444444444443,0.0,-128.33333333333331
2020-02-01 05:45:00+00:00,-105.28455284552845,154.0436456996149,0.0,-50.91998288403935,-126.01626016260161,-126.01626016260161,-126.01626016260161,-126.01626016260161,-93.90243902439023,-93.90243902439023,0.0,-126.01626016260161
2020-02-01 06:00:00+00:00,-110.13093302482153,155.3489214745339,0.0,-40.94550050403316,-126.80160108717789,-126.80160108717789,-126.80160108717789,-126.80160108717789,-75.50832004714351,-100.97840938274354,0.0,-126.80160108717789
2020-02-01 06:15:00+00:00,-114.96839893704191,159.307465423917,0.0,-55.97461378592313,-129.1833250300567,-129.1833250300567,-129.1833250300567,-129.1833250300567,-64.38525348012581,-107.16412578793575,0.0,-129.1833250300567
2020-02-01 06:30:00+00:00,-115.82855293907004,149.49428177940771,0.0,-62.85867401199733,-122.60856227872947,-122.60856227872947,-122.60856227872947,-122.60856227872947,-54.317608406599604,-109.24460040493675,0.0,-122.60856227872947
2020-02-01 06:45:00+00:00,-109.01337555220965,128.017136546469,0.0,-53.82806190539047,-104.99396279359512,-104.99396279359512,-104.99396279359512,-104.99396279359512,-62.97052228142708,-105.21756556940616,0.0,-104.99396279359512
2020-02-01 07:00:00+00:00,-97.57163801285411,114.58081765913181,0.0,-61.33640962068084,-93.97409152169021,-93.97409152169021,-93.97409152169021,-93.97409152169021,-69.51930304856374,-94.17422557853956,0.0,-93.97409152169021
2020-02-01 07:15:00+00:00,-89.84124218873542,105.50282027797104,0.0,-64.39964463139522,-86.52872174549645,-86.52872174549645,-86.52872174549645,-86.52872174549645,-75.54648625099884,-86.71299960162149,0.0,-86.52872174549645
2020-02-01 07:30:00+00:00,-85.55973577815806,100.47494009344302,0.0,-61.33059210483971,-82.4050779954008,-82.4050779954008,-82.4050779954008,-82.4050779954008,-79.18160118134367,-82.58057384002302,0.0,-82.4050779954008
2020-02-01 07:45:00+00:00,-81.81571022786746,96.07823714137757,0.0,-58.64681448717215,-78.79909774449835,-78.79909774449835,-78.79909774449835,-78.79909774449835,-75.71667769555197,-78.96691403143774,0.0,-78.79909774449835
2020-02-01 08:00:00+00:00,-79.270048075491,93.08880233384905,0.0,-65.42384316247417,-76.34729624805107,-76.34729624805107,-76.34729624805107,-76.34729624805107,-73.36078443035362,-76.50989100028737,0.0,-76.34729624805107
