,Custom DQN,SARSA,No Battery Baseline,Random,SB3 DQN,SB3 PPO,SB3 A2C,SB3 QR_DQN,SB3 MASKABLE_PPO,SB3 RECURRENT_PPO,BTR C51,BTR IQN,MILP (Theoretical Optimum)
2020-02-01 05:00:00+00:00,-0.0393683333333333,0.4867647368421053,0.19987000000000002,0.19987000000000002,-0.0393683333333333,-0.0393683333333333,-0.0393683333333333,-0.0393683333333333,-0.0393683333333333,-0.0393683333333333,0.0,-0.0393683333333333,-0.059961014536
2020-02-01 05:15:00+00:00,-0.09084999999999994,0.9553594736842106,0.38157,0.19987000000000002,-0.09084999999999994,-0.09084999999999994,-0.09084999999999994,-0.09084999999999994,-0.09084999999999994,-0.09084999999999994,0.0,-0.09084999999999994,-0.12052768847066667
2020-02-01 05:30:00+00:00,-0.15444499999999992,1.4057842105263159,0.5451,0.36340000000000006,-0.15444499999999992,-0.09084999999999994,-0.15444499999999992,-0.15444499999999992,-0.15444499999999992,-0.15444499999999992,0.0,-0.15444499999999992,-0.19320769937266666
2020-02-01 05:45:00+00:00,-0.19381333333333323,1.8925489473684212,0.74497,0.8501647368421054,-0.19381333333333323,-0.13021833333333324,-0.19381333333333323,-0.19381333333333323,-0.19381333333333323,-0.19381333333333323,0.0,-0.19381333333333323,-0.24166104603066665
2020-02-01 06:00:00+00:00,-0.2483027833333332,2.365673890789474,0.9264475750000001,1.323289680263158,-0.2483027833333332,-0.1847077833333332,-0.2483027833333332,-0.2483027833333332,-0.2483027833333332,-0.2483027833333332,0.0,-0.2483027833333332,-0.24166104603066665
2020-02-01 06:15:00+00:00,-0.31707647333333316,2.8173724742105266,1.08649879,1.7749882636842105,-0.31707647333333316,-0.25348147333333315,-0.31707647333333316,-0.31707647333333316,-0.31707647333333316,-0.31707647333333316,0.0,-0.31707647333333316,-0.24855683923746666
2020-02-01 06:30:00+00:00,-0.29117089583333317,3.213184130657895,1.2878788675000001,1.7337671486842106,-0.29117089583333317,-0.2947025883333331,-0.29117089583333317,-0.29117089583333317,-0.29117089583333317,-0.29117089583333317,0.0,-0.29117089583333317,-0.29901345423746667
2020-02-01 06:45:00+00:00,-0.07510637333333314,3.429248653157895,1.50394339,1.9498316711842105,-0.07510637333333314,-0.08787356583333314,-0.07510637333333314,-0.07510637333333314,-0.07510637333333314,-0.07510637333333314,0.0,-0.07510637333333314,-0.29901345423746667
2020-02-01 07:00:00+00:00,0.10125353916666688,3.6056085656578953,1.6803033025,2.1261915836842107,0.10125353916666688,0.08848634666666688,0.10125353916666688,0.10125353916666688,0.10125353916666688,0.10125353916666688,0.0,0.10125353916666688,-0.29901345423746667
2020-02-01 07:15:00+00:00,0.2458353516666669,3.750190378157895,1.824885115,2.060271958684211,0.2458353516666669,0.2330681591666669,0.2458353516666669,0.2458353516666669,0.2458353516666669,0.2458353516666669,0.10037437500000036,0.2458353516666669,-0.29901345423746667
2020-02-01 07:30:00+00:00,0.3371546766666669,3.8415097031578953,1.91620444,1.958844008684211,0.3371546766666669,0.3243874841666669,0.3371546766666669,0.3371546766666669,0.3371546766666669,0.3371546766666669,0.19169370000000036,0.3371546766666669,-0.20769412923746666
2020-02-01 07:45:00+00:00,0.4248434391666669,3.9291984656578953,2.0038932025,1.854995683684211,0.4248434391666669,0.4120762466666669,0.4248434391666669,0.4248434391666669,0.4248434391666669,0.4248434391666669,0.2793824625000004,0.4248434391666669,-0.04603346904596667
