,Custom DQN,SARSA,No Battery Baseline,Random,SB3 DQN,SB3 PPO,SB3 A2C,SB3 QR_DQN,SB3 MASKABLE_PPO,SB3 RECURRENT_PPO,BTR C51,BTR IQN
2020-02-01 05:00:00+00:00,0.0,-0.30422796052631584,-0.12491875000000001,0.0,0.02460520833333331,0.02460520833333331,0.02460520833333331,0.02460520833333331,0.02460520833333331,-0.12491875000000001,-0.12491875000000001,0.02460520833333331
2020-02-01 05:15:00+00:00,0.0,-0.5970996710526316,-0.23848125,-0.2928717105263158,0.056781249999999964,0.056781249999999964,0.056781249999999964,0.056781249999999964,0.056781249999999964,-0.09274270833333335,-0.23848125,0.056781249999999964
2020-02-01 05:30:00+00:00,0.0,-0.8786151315789474,-0.34068750000000003,-0.2531248355263158,0.09652812499999994,0.09652812499999994,0.09652812499999994,0.09652812499999994,0.09652812499999994,-0.052995833333333374,-0.34068750000000003,0.09652812499999994
2020-02-01 05:45:00+00:00,0.02460520833333331,-1.1828430921052633,-0.46560625000000005,-0.22851962719298252,0.12113333333333325,0.12113333333333325,0.12113333333333325,0.12113333333333325,-0.028390625000000072,-0.028390625000000065,-0.46560625000000005,0.12113333333333325
2020-02-01 06:00:00+00:00,0.05866111458333329,-1.4785461817434211,-0.579029734375,-0.3419431115679825,0.15518923958333322,0.15518923958333322,0.15518923958333322,0.15518923958333322,-0.1418141093750001,0.005665281249999918,-0.579029734375,0.15518923958333322
2020-02-01 06:15:00+00:00,0.10164467083333328,-1.760857796381579,-0.6790617437500001,-0.2989595553179825,0.1981727958333332,0.1981727958333332,0.1981727958333332,0.1981727958333332,-0.24184611875000012,0.0486488374999999,-0.6790617437500001,0.1981727958333332
2020-02-01 06:30:00+00:00,0.12740786770833326,-2.0082400816611843,-0.8049242921875001,-0.2989595553179825,0.18198180989583318,0.18198180989583318,0.18198180989583318,0.18198180989583318,-0.36770866718750017,0.07441203437499988,-0.8049242921875001,0.18198180989583318
2020-02-01 06:45:00+00:00,0.08472254114583316,-2.1432804082236845,-0.93996461875,-0.43399988188048255,0.04694148333333317,0.04694148333333317,0.04694148333333317,0.04694148333333317,-0.3480639890625002,0.04904327031249989,-0.93996461875,0.04694148333333317
2020-02-01 07:00:00+00:00,-0.025502404166666853,-2.2535053535361844,-1.0501895640625,-0.4060409912554826,-0.06328346197916684,-0.06328346197916684,-0.06328346197916684,-0.06328346197916684,-0.32010509843750024,-0.06118167500000013,-1.0501895640625,-0.06328346197916684
2020-02-01 07:15:00+00:00,-0.11586603697916686,-2.3438689863486846,-1.140553196875,-0.4060409912554826,-0.15364709479166686,-0.15364709479166686,-0.15364709479166686,-0.15364709479166686,-0.2789053328125003,-0.15154530781250014,-1.140553196875,-0.15364709479166686
2020-02-01 07:30:00+00:00,-0.17294061510416686,-2.4009435644736845,-1.197627775,-0.4631155693804826,-0.21072167291666685,-0.21072167291666685,-0.21072167291666685,-0.21072167291666685,-0.24932692656250027,-0.20861988593750014,-1.197627775,-0.21072167291666685
2020-02-01 07:45:00+00:00,-0.22774609166666687,-2.4557490410361846,-1.2524332515624998,-0.5179210459429826,-0.26552714947916684,-0.26552714947916684,-0.26552714947916684,-0.26552714947916684,-0.3041324031250003,-0.26342536250000015,-1.2524332515624998,-0.26552714947916684
2020-02-01 08:00:00+00:00,-0.26796647760416686,-2.4959694269736845,-1.2926536375,-0.44694994906798263,-0.3057475354166668,-0.3057475354166668,-0.3057475354166668,-0.3057475354166668,-0.3443527890625003,-0.30364574843750014,-1.2926536375,-0.3057475354166668
2020-02-01 08:15:00+00:00,-0.28531039322916685,-2.5133133425986847,-1.3099975531249999,-0.4642938646929826,-0.3230914510416668,-0.3230914510416668,-0.3230914510416668,-0.3230914510416668,-0.36169670468750026,-0.3209896640625001,-1.3099975531249999,-0.3230914510416668
2020-02-01 08:30:00+00:00,-0.30028689010416687,-2.528289839473685,-1.3249740499999998,-0.641793387883772,-0.33806794791666683,-0.33806794791666683,-0.33806794791666683,-0.33806794791666683,-0.3766732015625003,-0.33596616093750015,-1.3249740499999998,-0.33806794791666683
2020-02-01 08:45:00+00:00,-0.30365788854166686,-2.531660837911185,-1.3283450484375,-0.8076874126370616,-0.34143894635416683,-0.34143894635416683,-0.34143894635416683,-0.34143894635416683,-0.3800442000000003,-0.33933715937500014,-1.3283450484375,-0.34143894635416683
2020-02-01 09:00:00+00:00,-0.30365788854166686,-2.402932425411185,-1.2963028859374999,-0.6789590001370616,-0.3093967838541668,-0.3093967838541668,-0.3093967838541668,-0.3093967838541668,-0.34800203750000025,-0.30729499687500017,-1.3283450484375,-0.3093967838541668
2020-02-01 09:15:00+00:00,-0.30365788854166686,-2.4966872875822372,-1.2516745484374998,-0.5376444126370616,-0.2647684463541668,-0.2647684463541668,-0.2647684463541668,-0.2647684463541668,-0.30337370000000025,-0.26266665937500017,-1.3283450484375,-0.2647684463541668
2020-02-01 09:30:00+00:00,-0.30365788854166686,-2.432501187582237,-1.1874884484375,-0.5376444126370616,-0.2005823463541668,-0.2005823463541668,-0.2005823463541668,-0.2005823463541668,-0.23918760000000025,-0.19848055937500017,-1.3283450484375,-0.2005823463541668
2020-02-01 09:45:00+00:00,-0.30365788854166686,-2.369722975082237,-1.1247102359374999,-0.3781799501370616,-0.1378041338541668,-0.1378041338541668,-0.1378041338541668,-0.1378041338541668,-0.17640938750000024,-0.13570234687500016,-1.3283450484375,-0.1378041338541668
2020-02-01 10:00:00+00:00,-0.30365788854166686,-2.2996566167489036,-1.0546438776041664,-0.2958919466370617,-0.06773777552083346,-0.06773777552083346,-0.06773777552083346,-0.06773777552083346,-0.10634302916666691,-0.06563598854166683,-1.3283450484375,-0.06773777552083346
2020-02-01 10:15:00+00:00,-0.30365788854166686,-2.232418975082237,-0.9874062359374998,-0.22865430497039502,-0.0005001338541667927,-0.0005001338541667927,-0.0005001338541667927,-0.0005001338541667927,-0.03910538750000024,0.0016016531249998384,-1.3283450484375,-0.0005001338541667927
2020-02-01 10:30:00+00:00,-0.30365788854166686,-2.1617328417489037,-0.9167201026041665,-0.2731777365493424,0.07018599947916655,0.07018599947916655,0.07018599947916655,0.07018599947916655,0.031580745833333104,0.07228778645833318,-1.3283450484375,0.07018599947916655
2020-02-01 10:45:00+00:00,-0.30365788854166686,-2.04327635841557,-0.8888461192708331,-0.1547212532160091,0.09805998281249988,0.09805998281249988,0.09805998281249988,0.09805998281249988,0.05945472916666643,0.10016176979166651,-1.3283450484375,0.09805998281249988
2020-02-01 11:00:00+00:00,-0.30365788854166686,-1.9958025761239035,-0.8413723369791665,-0.10724747092434242,0.14553376510416655,0.14553376510416655,0.14553376510416655,0.14553376510416655,0.1069285114583331,0.14763555208333318,-1.3283450484375,0.14553376510416655
2020-02-01 11:15:00+00:00,-0.30365788854166686,-1.947458415707237,-0.7930281765624998,-0.05890331050767576,0.19387792552083322,0.19387792552083322,0.19387792552083322,0.19387792552083322,0.15527267187499977,0.19597971249999985,-1.3283450484375,0.19387792552083322
2020-02-01 11:30:00+00:00,-0.30365788854166686,-1.9997908046052633,-0.7314756463541665,-0.058903310507675784,0.25543045572916656,0.25543045572916656,0.25543045572916656,0.25543045572916656,0.2168252020833331,0.2575322427083332,-1.3283450484375,0.25543045572916656
2020-02-01 11:45:00+00:00,-0.30365788854166686,-1.9265263441885967,-0.6582111859374998,-0.058903310507675784,0.32869491614583324,0.32869491614583324,0.32869491614583324,0.32869491614583324,0.2900896624999998,0.33079670312499987,-1.3283450484375,0.32869491614583324
2020-02-01 12:00:00+00:00,-0.30365788854166686,-1.8428193316885968,-0.5745041734374999,-0.0881980549155705,0.41240192864583314,0.41240192864583314,0.41240192864583314,0.41240192864583314,0.3737966749999997,0.41450371562499977,-1.2471595958059216,0.41240192864583314
