,Custom DQN,SARSA,No Battery Baseline,Random,SB3 DQN,SB3 PPO,SB3 A2C,SB3 QR_DQN,SB3 MASKABLE_PPO,SB3 RECURRENT_PPO,BTR C51,BTR IQN,MILP (Theoretical Optimum)
2020-02-01 05:00:00+00:00,0.02460520833333331,-0.30422796052631584,-0.12491875000000001,0.0,0.02460520833333331,-0.12491875000000001,-0.30422796052631584,0.02460520833333331,-0.30422796052631584,0.0,0.02460520833333331,0.02460520833333331,0.037475634085
2020-02-01 05:15:00+00:00,0.056781249999999964,-0.5970996710526316,-0.23848125,0.0,0.056781249999999964,-0.23848125,-0.5970996710526316,0.056781249999999964,-0.5970996710526316,0.0,0.056781249999999964,0.056781249999999964,0.07532980529416666
2020-02-01 05:30:00+00:00,0.09652812499999994,-0.8786151315789474,-0.34068750000000003,0.03974687499999998,0.09652812499999994,-0.34068750000000003,-0.8786151315789474,0.09652812499999994,-0.8786151315789474,0.0,0.09652812499999994,0.09652812499999994,0.12075481210791666
2020-02-01 05:45:00+00:00,0.12113333333333325,-1.1828430921052633,-0.46560625000000005,0.06435208333333328,0.12113333333333325,-0.46560625000000005,-1.1828430921052633,0.12113333333333325,-1.1828430921052633,0.0,0.12113333333333325,0.12113333333333325,0.15103815376916666
2020-02-01 06:00:00+00:00,0.15518923958333322,-1.4785461817434211,-0.579029734375,-0.04907140104166674,0.15518923958333322,-0.579029734375,-1.4785461817434211,0.007709848958333224,-1.4785461817434211,0.0,0.15518923958333322,0.15518923958333322,0.15103815376916666
2020-02-01 06:15:00+00:00,0.1981727958333332,-1.760857796381579,-0.6790617437500001,-0.04907140104166674,0.05515723020833321,-0.6790617437500001,-1.760857796381579,-0.09232216041666678,-1.760857796381579,0.0,0.1981727958333332,0.1981727958333332,0.15534802452341664
2020-02-01 06:30:00+00:00,0.18198180989583318,-2.0082400816611843,-0.8049242921875001,-0.17493394947916677,-0.2529849234923247,-0.8049242921875001,-2.0082400816611843,-0.2181847088541668,-2.0082400816611843,0.0,0.18198180989583318,0.18198180989583318,0.18688340889841665
2020-02-01 06:45:00+00:00,0.04694148333333317,-2.1432804082236845,-0.93996461875,-0.15528927135416679,-0.5703048553179826,-0.93996461875,-2.1432804082236845,-0.35322503541666683,-2.1432804082236845,0.0,0.04694148333333317,0.04694148333333317,0.18688340889841665
2020-02-01 07:00:00+00:00,-0.06328346197916684,-2.2535053535361844,-1.0501895640625,-0.1273303807291668,-0.8491317743146931,-1.0501895640625,-2.2535053535361844,-0.3252661447916669,-2.2535053535361844,0.0,-0.06328346197916684,-0.06328346197916684,0.18688340889841665
2020-02-01 07:15:00+00:00,-0.15364709479166686,-2.3438689863486846,-1.140553196875,-0.21769401354166681,-1.1080973808114036,-1.140553196875,-2.3438689863486846,-0.41562977760416686,-2.3438689863486846,-0.06273398437500023,-0.15364709479166686,-0.15364709479166686,0.18688340889841665
2020-02-01 07:30:00+00:00,-0.21072167291666685,-2.4009435644736845,-1.197627775,-0.4433705653508773,-1.3337739326206142,-1.197627775,-2.4009435644736845,-0.3522373088541669,-2.4009435644736845,-0.11980856250000023,-0.21072167291666685,-0.21072167291666685,0.12980883077341665
2020-02-01 07:45:00+00:00,-0.26552714947916684,-2.4557490410361846,-1.2524332515624998,-0.6667780155975879,-1.5571813828673247,-1.4210352252467104,-2.4557490410361846,-0.32114616822916686,-2.4557490410361846,-0.17461403906250023,-0.26552714947916684,-0.26552714947916684,0.028770918153729147
2020-02-01 08:00:00+00:00,-0.3057475354166668,-2.4959694269736845,-1.2926536375,-0.7069984015350879,-1.759924795120614,-1.6237786375,-2.4959694269736845,-0.36136655416666685,-2.4959694269736845,-0.21483442500000022,-0.3057475354166668,-0.3057475354166668,0.028770918153729147
