,Custom DQN,SARSA,No Battery Baseline,Random,SB3 DQN,SB3 PPO,SB3 A2C,SB3 QR_DQN,SB3 MASKABLE_PPO,SB3 RECURRENT_PPO,BTR C51,BTR IQN
2020-02-01 05:00:00+00:00,44.210526315789465,57.5,0.0,44.210526315789465,42.5,42.5,42.5,42.5,42.5,42.5,44.210526315789465,44.210526315789465
2020-02-01 05:15:00+00:00,38.94736842105263,65.0,0.0,51.710526315789465,35.0,35.0,35.0,35.0,35.0,35.0,38.94736842105263,38.94736842105263
2020-02-01 05:30:00+00:00,34.210526315789465,72.5,0.0,44.210526315789465,27.500000000000004,30.263157894736842,27.500000000000004,27.500000000000004,27.500000000000004,27.500000000000004,34.210526315789465,34.210526315789465
2020-02-01 05:45:00+00:00,26.71052631578947,80.0,0.0,36.710526315789465,20.0,22.763157894736842,20.0,20.0,20.0,20.0,28.42105263157894,28.42105263157894
2020-02-01 06:00:00+00:00,19.21052631578947,87.5,0.0,36.710526315789465,12.5,15.263157894736839,12.5,12.5,12.5,12.5,23.249999999999993,23.249999999999993
2020-02-01 06:15:00+00:00,11.710526315789469,95.0,0.0,29.21052631578947,5.000000000000001,7.763157894736842,5.000000000000001,5.000000000000001,5.000000000000001,5.000000000000001,18.689473684210515,18.689473684210515
2020-02-01 06:30:00+00:00,4.210526315789471,100.0,0.0,23.472368421052625,0.0,0.2631578947368429,0.0,0.0,0.0,0.0,12.951315789473675,12.951315789473675
2020-02-01 06:45:00+00:00,5.551115123125783e-16,100.0,0.0,23.472368421052625,0.0,0.0,0.0,0.0,0.0,0.0,6.794736842105253,6.794736842105253
2020-02-01 07:00:00+00:00,6.162975822039155e-32,100.0,0.0,15.972368421052625,0.0,0.0,0.0,0.0,0.0,0.0,1.361842105263148,1.361842105263148
2020-02-01 07:15:00+00:00,6.842277657836021e-48,100.0,0.0,11.51842105263157,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16
2020-02-01 07:30:00+00:00,7.596454196607839e-64,100.0,0.0,11.51842105263157,0.0,0.0,0.0,0.0,0.0,0.0,3.0814879110195774e-32,3.0814879110195774e-32
2020-02-01 07:45:00+00:00,8.433758354584419e-80,100.0,0.0,11.51842105263157,0.0,0.0,0.0,0.0,0.0,0.0,3.4211388289180104e-48,3.4211388289180104e-48
2020-02-01 08:00:00+00:00,9.363352709384397e-96,100.0,0.0,4.018421052631572,0.0,0.0,0.0,0.0,0.0,0.0,3.7982270983039195e-64,3.7982270983039195e-64
2020-02-01 08:15:00+00:00,9.363352709384397e-96,100.0,0.0,4.018421052631572,0.0,0.0,0.0,0.0,0.0,0.0,4.216879177292209e-80,4.216879177292209e-80
2020-02-01 08:30:00+00:00,9.363352709384397e-96,100.0,0.0,11.51842105263157,0.0,0.0,0.0,0.0,0.0,0.0,4.681676354692198e-96,4.681676354692198e-96
2020-02-01 08:45:00+00:00,9.363352709384397e-96,100.0,0.0,19.018421052631574,0.0,0.0,0.0,0.0,0.0,0.0,5.19770488282245e-112,5.19770488282245e-112
