algorithm,seed,reward_mean,reward_7day,reward_mean_eval_checkpoints,reward_std_eval_checkpoints,reward_std,price_mean,price_7day,price_mean_eval_checkpoints,price_std_eval_checkpoints,price_std,price_mean_eur_per_day,total_timesteps,n_eval_episodes,final_eval_steps,final_eval_data_length_steps,final_eval_days,seven_day_steps,seven_day_truncated,final_eval_source,final_eval_semantics,episode_length_steps,episode_days,korakov_na_dan,reset_mode,observation_mode
DQN,11,-299.78034945109084,-53.350382410243014,-21.505730058016002,9.191017909485275,9.191017909485275,479.64855912174005,85.36061185638877,34.40916809282561,14.705628655176456,14.705628655176456,3.9531474652890664,15000,5,11647,11648,121.33333333333333,672,False,test_env,deterministic full-horizon rollout cumulative totals,672,7.0,96,sequential,sliding_window
