"Timestamp_UTC","Energy_Consumption","Energy_Generation","SMP"
"2010-07-01 00:30:00+00:00","0.777","0.0","0.0180564"
"2010-07-01 01:00:00+00:00","0.783","0.0","0.0179949"
"2010-07-01 01:30:00+00:00","0.775","0.0","0.0200613"
"2010-07-01 02:00:00+00:00","0.77","0.0","0.01961235"
"2010-07-01 02:30:00+00:00","0.766","0.0","0.0177612"
"2010-07-01 03:00:00+00:00","0.761","0.0","0.01658655"
"2010-07-01 03:30:00+00:00","0.832","0.0","0.01390515"
"2010-07-01 04:00:00+00:00","0.803","0.0","0.01396665"
"2010-07-01 04:30:00+00:00","0.788","0.0","0.01549185"
"2010-07-01 05:00:00+00:00","0.763","0.0","0.0156825"
"2010-07-01 05:30:00+00:00","0.407","0.0","0.01634055"
"2010-07-01 06:00:00+00:00","0.104","0.0","0.01559025"
"2010-07-01 06:30:00+00:00","0.477","0.0","0.01717695"
"2010-07-01 07:00:00+00:00","1.132","0.002","0.01896045"
"2010-07-01 07:30:00+00:00","1.385","0.011","0.0168264"
"2010-07-01 08:00:00+00:00","1.788","0.03","0.02135895"
"2010-07-01 08:30:00+00:00","0.909","0.054","0.0238866"
"2010-07-01 09:00:00+00:00","0.562","0.097","0.0214758"
"2010-07-01 09:30:00+00:00","0.177","0.314","0.0210576"
"2010-07-01 10:00:00+00:00","0.117","0.378","0.02192475"
"2010-07-01 10:30:00+00:00","0.112","0.484","0.02094075"
"2010-07-01 11:00:00+00:00","0.248","0.46","0.0186345"
"2010-07-01 11:30:00+00:00","0.158","0.522","0.01739835"
"2010-07-01 12:00:00+00:00","0.119","0.533","0.0156825"
"2010-07-01 12:30:00+00:00","0.122","0.537","0.0024354"
"2010-07-01 13:00:00+00:00","0.126","0.534","0.01620525"
"2010-07-01 13:30:00+00:00","0.152","0.516","0.0142311"
"2010-07-01 14:00:00+00:00","0.117","0.415","0.01518435"
"2010-07-01 14:30:00+00:00","0.152","0.44","0.01567635"
"2010-07-01 15:00:00+00:00","0.297","0.295","0.01568865"
"2010-07-01 15:30:00+00:00","0.323","0.082","0.01570095"
"2010-07-01 16:00:00+00:00","0.215","0.039","0.0156825"
"2010-07-01 16:30:00+00:00","0.317","0.015","0.01543035"
"2010-07-01 17:00:00+00:00","0.549","0.001","0.01416345"
"2010-07-01 17:30:00+00:00","1.102","0.0","0.0168018"
"2010-07-01 18:00:00+00:00","1.123","0.0","0.0324351"
"2010-07-01 18:30:00+00:00","1.196","0.001","0.03550395"
"2010-07-01 19:00:00+00:00","1.173","0.0","0.02508585"
"2010-07-01 19:30:00+00:00","1.108","0.0","0.02169105"
"2010-07-01 20:00:00+00:00","1.097","0.0","0.0212175"
"2010-07-01 20:30:00+00:00","1.078","0.0","0.018819"
"2010-07-01 21:00:00+00:00","1.05","0.0","0.01693095"
"2010-07-01 21:30:00+00:00","1.134","0.0","0.0169986"
"2010-07-01 22:00:00+00:00","0.433","0.0","0.0156579"
"2010-07-01 22:30:00+00:00","0.271","0.0","0.023985"
"2010-07-01 23:00:00+00:00","0.15","0.0","0.0190527"
"2010-07-01 23:30:00+00:00","0.467","0.0","0.01793955"
"2010-07-02 00:00:00+00:00","0.775","0.0","0.01656195"
"2010-07-02 00:30:00+00:00","0.778","0.0","0.01523355"
"2010-07-02 01:00:00+00:00","0.78","0.0","0.01604535"
"2010-07-02 01:30:00+00:00","0.767","0.0","0.01797645"
"2010-07-02 02:00:00+00:00","0.767","0.0","0.0179457"
"2010-07-02 02:30:00+00:00","0.767","0.0","0.01691865"
"2010-07-02 03:00:00+00:00","0.763","0.0","0.01529505"
"2010-07-02 03:30:00+00:00","0.803","0.0","0.0142188"
"2010-07-02 04:00:00+00:00","0.777","0.0","0.013407"
"2010-07-02 04:30:00+00:00","0.783","0.0","0.0128043"
"2010-07-02 05:00:00+00:00","0.755","0.0","0.0133332"
"2010-07-02 05:30:00+00:00","0.407","0.0","0.01495065"
"2010-07-02 06:00:00+00:00","0.099","0.0","0.0156087"
"2010-07-02 06:30:00+00:00","0.531","0.0","0.0162729"
"2010-07-02 07:00:00+00:00","1.257","0.0","0.0170847"
"2010-07-02 07:30:00+00:00","1.195","0.002","0.0162237"
"2010-07-02 08:00:00+00:00","0.856","0.03","0.02100225"
