"Timestamp_UTC","Energy_Consumption","Energy_Generation","SMP"
"2010-07-01 00:30:00+00:00","0.118","0.0","0.0180564"
"2010-07-01 01:00:00+00:00","0.109","0.0","0.0179949"
"2010-07-01 01:30:00+00:00","0.113","0.0","0.0200613"
"2010-07-01 02:00:00+00:00","0.121","0.0","0.01961235"
"2010-07-01 02:30:00+00:00","0.105","0.0","0.0177612"
"2010-07-01 03:00:00+00:00","0.116","0.0","0.01658655"
"2010-07-01 03:30:00+00:00","0.119","0.0","0.01390515"
"2010-07-01 04:00:00+00:00","0.101","0.0","0.01396665"
"2010-07-01 04:30:00+00:00","0.119","0.0","0.01549185"
"2010-07-01 05:00:00+00:00","0.122","0.0","0.0156825"
"2010-07-01 05:30:00+00:00","0.112","0.0","0.01634055"
"2010-07-01 06:00:00+00:00","0.098","0.0","0.01559025"
"2010-07-01 06:30:00+00:00","0.322","0.0","0.01717695"
"2010-07-01 07:00:00+00:00","0.915","0.0","0.01896045"
"2010-07-01 07:30:00+00:00","0.883","0.001","0.0168264"
"2010-07-01 08:00:00+00:00","1.628","0.013","0.02135895"
"2010-07-01 08:30:00+00:00","1.727","0.077","0.0238866"
"2010-07-01 09:00:00+00:00","0.841","0.123","0.0214758"
"2010-07-01 09:30:00+00:00","0.85","0.295","0.0210576"
"2010-07-01 10:00:00+00:00","0.672","0.574","0.02192475"
"2010-07-01 10:30:00+00:00","0.086","0.511","0.02094075"
"2010-07-01 11:00:00+00:00","0.08","0.612","0.0186345"
"2010-07-01 11:30:00+00:00","0.094","0.861","0.01739835"
"2010-07-01 12:00:00+00:00","0.096","0.871","0.0156825"
"2010-07-01 12:30:00+00:00","0.075","0.884","0.0024354"
"2010-07-01 13:00:00+00:00","0.089","0.885","0.01620525"
"2010-07-01 13:30:00+00:00","0.09","0.861","0.0142311"
"2010-07-01 14:00:00+00:00","0.089","0.755","0.01518435"
"2010-07-01 14:30:00+00:00","0.072","0.748","0.01567635"
"2010-07-01 15:00:00+00:00","0.09","0.531","0.01568865"
"2010-07-01 15:30:00+00:00","0.09","0.346","0.01570095"
"2010-07-01 16:00:00+00:00","0.086","0.251","0.0156825"
"2010-07-01 16:30:00+00:00","0.075","0.034","0.01543035"
"2010-07-01 17:00:00+00:00","0.093","0.001","0.01416345"
"2010-07-01 17:30:00+00:00","0.087","0.0","0.0168018"
"2010-07-01 18:00:00+00:00","0.083","0.0","0.0324351"
"2010-07-01 18:30:00+00:00","0.073","0.0","0.03550395"
"2010-07-01 19:00:00+00:00","0.091","0.0","0.02508585"
"2010-07-01 19:30:00+00:00","0.71","0.0","0.02169105"
"2010-07-01 20:00:00+00:00","0.98","0.0","0.0212175"
"2010-07-01 20:30:00+00:00","1.168","0.0","0.018819"
"2010-07-01 21:00:00+00:00","1.222","0.0","0.01693095"
"2010-07-01 21:30:00+00:00","1.209","0.0","0.0169986"
"2010-07-01 22:00:00+00:00","1.167","0.0","0.0156579"
"2010-07-01 22:30:00+00:00","1.183","0.0","0.023985"
"2010-07-01 23:00:00+00:00","1.201","0.0","0.0190527"
"2010-07-01 23:30:00+00:00","0.442","0.0","0.01793955"
"2010-07-02 00:00:00+00:00","0.097","0.0","0.01656195"
"2010-07-02 00:30:00+00:00","0.097","0.0","0.01523355"
"2010-07-02 01:00:00+00:00","0.098","0.0","0.01604535"
"2010-07-02 01:30:00+00:00","0.079","0.0","0.01797645"
"2010-07-02 02:00:00+00:00","0.095","0.0","0.0179457"
"2010-07-02 02:30:00+00:00","0.098","0.0","0.01691865"
"2010-07-02 03:00:00+00:00","0.086","0.0","0.01529505"
"2010-07-02 03:30:00+00:00","0.088","0.0","0.0142188"
"2010-07-02 04:00:00+00:00","0.098","0.0","0.013407"
"2010-07-02 04:30:00+00:00","0.086","0.0","0.0128043"
"2010-07-02 05:00:00+00:00","0.086","0.0","0.0133332"
"2010-07-02 05:30:00+00:00","0.102","0.0","0.01495065"
"2010-07-02 06:00:00+00:00","0.087","0.0","0.0156087"
"2010-07-02 06:30:00+00:00","0.307","0.0","0.0162729"
"2010-07-02 07:00:00+00:00","0.855","0.0","0.0170847"
"2010-07-02 07:30:00+00:00","0.848","0.001","0.0162237"
"2010-07-02 08:00:00+00:00","1.252","0.038","0.02100225"
"2010-07-02 08:30:00+00:00","1.023","0.093","0.0240096"
"2010-07-02 09:00:00+00:00","0.818","0.121","0.02365905"
"2010-07-02 09:30:00+00:00","0.955","0.095","0.0273798"
"2010-07-02 10:00:00+00:00","0.766","0.235","0.0252396"
"2010-07-02 10:30:00+00:00","0.183","0.225","0.02499975"
"2010-07-02 11:00:00+00:00","0.204","0.227","0.0235545"
"2010-07-02 11:30:00+00:00","0.199","0.231","0.0214143"
"2010-07-02 12:00:00+00:00","0.318","0.251","0.0213774"
"2010-07-02 12:30:00+00:00","0.272","0.2","0.02046105"
"2010-07-02 13:00:00+00:00","0.247","0.148","0.01941555"
"2010-07-02 13:30:00+00:00","0.139","0.154","0.02078085"
"2010-07-02 14:00:00+00:00","0.067","0.144","0.0213159"
"2010-07-02 14:30:00+00:00","0.083","0.082","0.01990755"
"2010-07-02 15:00:00+00:00","0.11","0.103","0.01980915"
"2010-07-02 15:30:00+00:00","0.199","0.099","0.01948935"
"2010-07-02 16:00:00+00:00","0.183","0.049","0.0205041"
"2010-07-02 16:30:00+00:00","0.103","0.014","0.0165066"
"2010-07-02 17:00:00+00:00","0.097","0.0","0.0143049"
"2010-07-02 17:30:00+00:00","0.17","0.0","0.0212544"
"2010-07-02 18:00:00+00:00","0.29","0.0","0.02480295"
"2010-07-02 18:30:00+00:00","0.315","0.0","0.0246615"
"2010-07-02 19:00:00+00:00","0.32","0.0","0.0226074"
"2010-07-02 19:30:00+00:00","0.969","0.0","0.0194832"
"2010-07-02 20:00:00+00:00","0.883","0.0","0.017343"
"2010-07-02 20:30:00+00:00","0.877","0.0","0.01552875"
"2010-07-02 21:00:00+00:00","0.851","0.0","0.0158547"
"2010-07-02 21:30:00+00:00","0.873","0.0","0.0156825"
"2010-07-02 22:00:00+00:00","0.875","0.0","0.01651275"
"2010-07-02 22:30:00+00:00","0.853","0.0","0.0301842"
"2010-07-02 23:00:00+00:00","0.93","0.0","0.0203319"
"2010-07-02 23:30:00+00:00","0.668","0.0","0.02074395"
"2010-07-03 00:00:00+00:00","0.319","0.0","0.02005515"
"2010-07-03 00:30:00+00:00","0.345","0.0","0.01984605"
"2010-07-03 01:00:00+00:00","0.348","0.0","0.0196308"
"2010-07-03 01:30:00+00:00","0.241","0.0","0.02150655"
"2010-07-03 02:00:00+00:00","0.091","0.0","0.02060865"
"2010-07-03 02:30:00+00:00","0.092","0.0","0.01597155"
"2010-07-03 03:00:00+00:00","0.071","0.0","0.01458165"
"2010-07-03 03:30:00+00:00","0.091","0.0","0.01453245"
"2010-07-03 04:00:00+00:00","0.091","0.0","0.01217085"
"2010-07-03 04:30:00+00:00","0.071","0.0","0.01453245"
"2010-07-03 05:00:00+00:00","0.091","0.0","0.0125337"
"2010-07-03 05:30:00+00:00","0.091","0.0","0.01534425"
"2010-07-03 06:00:00+00:00","0.071","0.0","0.0153873"
"2010-07-03 06:30:00+00:00","0.313","0.0","0.01531965"
"2010-07-03 07:00:00+00:00","0.835","0.0","0.0156333"
"2010-07-03 07:30:00+00:00","0.823","0.0","0.01536885"
"2010-07-03 08:00:00+00:00","0.84","0.052","0.0163959"
"2010-07-03 08:30:00+00:00","1.092","0.168","0.0195447"
"2010-07-03 09:00:00+00:00","0.968","0.289","0.02000595"
"2010-07-03 09:30:00+00:00","1.074","0.373","0.02219535"
"2010-07-03 10:00:00+00:00","0.803","0.48","0.02128515"
"2010-07-03 10:30:00+00:00","0.11","0.577","0.0204057"
"2010-07-03 11:00:00+00:00","0.104","0.726","0.01958775"
"2010-07-03 11:30:00+00:00","0.097","0.828","0.0199875"
"2010-07-03 12:00:00+00:00","0.095","0.872","0.020664"
"2010-07-03 12:30:00+00:00","0.084","0.897","0.0201351"
"2010-07-03 13:00:00+00:00","0.079","0.896","0.0184869"
"2010-07-03 13:30:00+00:00","0.09","0.871","0.01757055"
"2010-07-03 14:00:00+00:00","0.088","0.823","0.01776735"
"2010-07-03 14:30:00+00:00","0.104","0.76","0.01575015"
"2010-07-03 15:00:00+00:00","0.287","0.675","0.01549185"
"2010-07-03 15:30:00+00:00","0.219","0.542","0.0156825"
"2010-07-03 16:00:00+00:00","0.203","0.258","0.0156825"
"2010-07-03 16:30:00+00:00","0.199","0.021","0.01682025"
"2010-07-03 17:00:00+00:00","0.182","0.0","0.01638975"
"2010-07-03 17:30:00+00:00","0.089","0.0","0.0186099"
"2010-07-03 18:00:00+00:00","0.086","0.0","0.02677095"
"2010-07-03 18:30:00+00:00","0.089","0.0","0.02907105"
"2010-07-03 19:00:00+00:00","0.228","0.0","0.02368365"
"2010-07-03 19:30:00+00:00","0.863","0.0","0.01883745"
"2010-07-03 20:00:00+00:00","1.0","0.0","0.01888665"
"2010-07-03 20:30:00+00:00","1.003","0.0","0.0188559"
"2010-07-03 21:00:00+00:00","0.994","0.0","0.01750905"
"2010-07-03 21:30:00+00:00","0.989","0.0","0.01677105"
"2010-07-03 22:00:00+00:00","1.129","0.0","0.01634055"
"2010-07-03 22:30:00+00:00","1.043","0.0","0.0198276"
"2010-07-03 23:00:00+00:00","0.998","0.0","0.0197907"
"2010-07-03 23:30:00+00:00","0.45","0.0","0.01946475"
"2010-07-04 00:00:00+00:00","0.196","0.0","0.02272425"
"2010-07-04 00:30:00+00:00","0.216","0.0","0.0207132"
"2010-07-04 01:00:00+00:00","0.24","0.0","0.0186222"
"2010-07-04 01:30:00+00:00","0.107","0.0","0.01806255"
"2010-07-04 02:00:00+00:00","0.088","0.0","0.017097"
"2010-07-04 02:30:00+00:00","0.105","0.0","0.01563945"
"2010-07-04 03:00:00+00:00","0.105","0.0","0.0153627"
"2010-07-04 03:30:00+00:00","0.102","0.0","0.0151167"
"2010-07-04 04:00:00+00:00","0.088","0.0","0.0133947"
"2010-07-04 04:30:00+00:00","0.105","0.0","0.01253985"
"2010-07-04 05:00:00+00:00","0.104","0.0","0.01281045"
"2010-07-04 05:30:00+00:00","0.086","0.0","0.0134808"
"2010-07-04 06:00:00+00:00","0.105","0.0","0.01450785"
"2010-07-04 06:30:00+00:00","0.343","0.0","0.01525815"
"2010-07-04 07:00:00+00:00","0.841","0.0","0.01540575"
"2010-07-04 07:30:00+00:00","0.855","0.0","0.01422495"
"2010-07-04 08:00:00+00:00","0.854","0.025","0.017097"
"2010-07-04 08:30:00+00:00","1.191","0.093","0.0182163"
"2010-07-04 09:00:00+00:00","1.031","0.103","0.0208608"
"2010-07-04 09:30:00+00:00","1.839","0.123","0.02319165"
"2010-07-04 10:00:00+00:00","1.208","0.279","0.0224106"
"2010-07-04 10:30:00+00:00","0.988","0.406","0.02300715"
"2010-07-04 11:00:00+00:00","1.219","0.317","0.02166645"
"2010-07-04 11:30:00+00:00","0.47","0.447","0.0199014"
"2010-07-04 12:00:00+00:00","0.167","0.583","0.01734915"
"2010-07-04 12:30:00+00:00","0.23","0.321","0.0168879"
"2010-07-04 13:00:00+00:00","0.116","0.322","0.0156825"
"2010-07-04 13:30:00+00:00","0.12","0.611","0.0156825"
"2010-07-04 14:00:00+00:00","0.127","0.735","0.0156825"
"2010-07-04 14:30:00+00:00","0.365","0.614","0.0156825"
"2010-07-04 15:00:00+00:00","0.227","0.455","0.0156825"
"2010-07-04 15:30:00+00:00","0.216","0.434","0.0156825"
"2010-07-04 16:00:00+00:00","0.224","0.189","0.01592235"
"2010-07-04 16:30:00+00:00","0.223","0.045","0.0160269"
"2010-07-04 17:00:00+00:00","0.223","0.003","0.0161499"
