"Timestamp_UTC","Energy_Consumption","Energy_Generation","SMP"
"2010-07-01 00:30:00+00:00","0.521","0.0","0.0180564"
"2010-07-01 01:00:00+00:00","0.154","0.0","0.0179949"
"2010-07-01 01:30:00+00:00","0.185","0.0","0.0200613"
"2010-07-01 02:00:00+00:00","0.184","0.0","0.01961235"
"2010-07-01 02:30:00+00:00","0.108","0.0","0.0177612"
"2010-07-01 03:00:00+00:00","0.062","0.0","0.01658655"
"2010-07-01 03:30:00+00:00","0.076","0.0","0.01390515"
"2010-07-01 04:00:00+00:00","0.114","0.0","0.01396665"
"2010-07-01 04:30:00+00:00","0.121","0.0","0.01549185"
"2010-07-01 05:00:00+00:00","0.182","0.0","0.0156825"
"2010-07-01 05:30:00+00:00","0.166","0.0","0.01634055"
"2010-07-01 06:00:00+00:00","0.078","0.0","0.01559025"
"2010-07-01 06:30:00+00:00","0.085","0.0","0.01717695"
"2010-07-01 07:00:00+00:00","0.119","0.0","0.01896045"
"2010-07-01 07:30:00+00:00","0.487","0.013","0.0168264"
"2010-07-01 08:00:00+00:00","0.738","0.088","0.02135895"
"2010-07-01 08:30:00+00:00","0.52","0.156","0.0238866"
"2010-07-01 09:00:00+00:00","0.341","0.275","0.0214758"
"2010-07-01 09:30:00+00:00","0.294","0.725","0.0210576"
"2010-07-01 10:00:00+00:00","0.181","0.9","0.02192475"
"2010-07-01 10:30:00+00:00","0.11","1.031","0.02094075"
"2010-07-01 11:00:00+00:00","0.096","1.038","0.0186345"
"2010-07-01 11:30:00+00:00","0.21","1.1","0.01739835"
"2010-07-01 12:00:00+00:00","0.229","1.088","0.0156825"
"2010-07-01 12:30:00+00:00","0.171","1.069","0.0024354"
"2010-07-01 13:00:00+00:00","0.535","1.044","0.01620525"
"2010-07-01 13:30:00+00:00","0.402","0.988","0.0142311"
"2010-07-01 14:00:00+00:00","0.214","0.806","0.01518435"
"2010-07-01 14:30:00+00:00","0.171","0.806","0.01567635"
"2010-07-01 15:00:00+00:00","0.182","0.563","0.01568865"
"2010-07-01 15:30:00+00:00","0.201","0.288","0.01570095"
"2010-07-01 16:00:00+00:00","0.249","0.288","0.0156825"
"2010-07-01 16:30:00+00:00","0.071","0.094","0.01543035"
"2010-07-01 17:00:00+00:00","0.062","0.0","0.01416345"
"2010-07-01 17:30:00+00:00","0.266","0.0","0.0168018"
"2010-07-01 18:00:00+00:00","0.374","0.0","0.0324351"
"2010-07-01 18:30:00+00:00","0.553","0.0","0.03550395"
"2010-07-01 19:00:00+00:00","0.536","0.0","0.02508585"
"2010-07-01 19:30:00+00:00","0.401","0.0","0.02169105"
"2010-07-01 20:00:00+00:00","0.36","0.0","0.0212175"
"2010-07-01 20:30:00+00:00","0.395","0.0","0.018819"
"2010-07-01 21:00:00+00:00","0.422","0.0","0.01693095"
"2010-07-01 21:30:00+00:00","0.403","0.0","0.0169986"
"2010-07-01 22:00:00+00:00","0.511","0.0","0.0156579"
"2010-07-01 22:30:00+00:00","0.724","0.0","0.023985"
"2010-07-01 23:00:00+00:00","0.992","0.0","0.0190527"
"2010-07-01 23:30:00+00:00","0.879","0.0","0.01793955"
"2010-07-02 00:00:00+00:00","0.336","0.0","0.01656195"
"2010-07-02 00:30:00+00:00","0.316","0.0","0.01523355"
"2010-07-02 01:00:00+00:00","0.25","0.0","0.01604535"
"2010-07-02 01:30:00+00:00","0.224","0.0","0.01797645"
"2010-07-02 02:00:00+00:00","0.213","0.0","0.0179457"
"2010-07-02 02:30:00+00:00","0.087","0.0","0.01691865"
"2010-07-02 03:00:00+00:00","0.107","0.0","0.01529505"
"2010-07-02 03:30:00+00:00","0.085","0.0","0.0142188"
