"Timestamp_UTC","Energy_Consumption","Energy_Generation","SMP"
"2010-07-01 00:30:00+00:00","0.828","0.0","0.0180564"
"2010-07-01 01:00:00+00:00","0.895","0.001","0.0179949"
"2010-07-01 01:30:00+00:00","0.7","0.0","0.0200613"
"2010-07-01 02:00:00+00:00","0.17","0.0","0.01961235"
"2010-07-01 02:30:00+00:00","0.098","0.0","0.0177612"
"2010-07-01 03:00:00+00:00","0.111","0.0","0.01658655"
"2010-07-01 03:30:00+00:00","0.115","0.0","0.01390515"
"2010-07-01 04:00:00+00:00","0.101","0.0","0.01396665"
"2010-07-01 04:30:00+00:00","0.123","0.0","0.01549185"
"2010-07-01 05:00:00+00:00","0.09","0.0","0.0156825"
"2010-07-01 05:30:00+00:00","0.12","0.0","0.01634055"
"2010-07-01 06:00:00+00:00","0.098","0.0","0.01559025"
"2010-07-01 06:30:00+00:00","0.126","0.0","0.01717695"
"2010-07-01 07:00:00+00:00","0.344","0.0","0.01896045"
"2010-07-01 07:30:00+00:00","0.149","0.009","0.0168264"
"2010-07-01 08:00:00+00:00","0.204","0.075","0.02135895"
"2010-07-01 08:30:00+00:00","0.256","0.142","0.0238866"
"2010-07-01 09:00:00+00:00","0.192","0.189","0.0214758"
"2010-07-01 09:30:00+00:00","0.171","0.361","0.0210576"
"2010-07-01 10:00:00+00:00","0.357","0.384","0.02192475"
"2010-07-01 10:30:00+00:00","0.177","0.45","0.02094075"
"2010-07-01 11:00:00+00:00","0.179","0.32","0.0186345"
"2010-07-01 11:30:00+00:00","0.156","0.569","0.01739835"
"2010-07-01 12:00:00+00:00","0.301","0.558","0.0156825"
"2010-07-01 12:30:00+00:00","0.355","0.556","0.0024354"
"2010-07-01 13:00:00+00:00","0.597","0.515","0.01620525"
"2010-07-01 13:30:00+00:00","0.549","0.474","0.0142311"
"2010-07-01 14:00:00+00:00","0.697","0.398","0.01518435"
"2010-07-01 14:30:00+00:00","0.432","0.305","0.01567635"
"2010-07-01 15:00:00+00:00","0.281","0.242","0.01568865"
"2010-07-01 15:30:00+00:00","0.488","0.242","0.01570095"
"2010-07-01 16:00:00+00:00","0.299","0.163","0.0156825"
"2010-07-01 16:30:00+00:00","0.302","0.046","0.01543035"
"2010-07-01 17:00:00+00:00","1.317","0.003","0.01416345"
"2010-07-01 17:30:00+00:00","2.52","0.0","0.0168018"
"2010-07-01 18:00:00+00:00","2.504","0.0","0.0324351"
"2010-07-01 18:30:00+00:00","2.656","0.0","0.03550395"
"2010-07-01 19:00:00+00:00","2.508","0.0","0.02508585"
"2010-07-01 19:30:00+00:00","2.515","0.0","0.02169105"
"2010-07-01 20:00:00+00:00","2.712","0.0","0.0212175"
"2010-07-01 20:30:00+00:00","2.535","0.0","0.018819"
"2010-07-01 21:00:00+00:00","2.581","0.0","0.01693095"
"2010-07-01 21:30:00+00:00","2.229","0.0","0.0169986"
"2010-07-01 22:00:00+00:00","1.033","0.001","0.0156579"
"2010-07-01 22:30:00+00:00","0.954","0.0","0.023985"
"2010-07-01 23:00:00+00:00","0.894","0.0","0.0190527"
"2010-07-01 23:30:00+00:00","0.961","0.0","0.01793955"
"2010-07-02 00:00:00+00:00","0.879","0.0","0.01656195"
"2010-07-02 00:30:00+00:00","0.787","0.0","0.01523355"
"2010-07-02 01:00:00+00:00","0.107","0.0","0.01604535"
"2010-07-02 01:30:00+00:00","0.103","0.0","0.01797645"
"2010-07-02 02:00:00+00:00","0.129","0.0","0.0179457"
"2010-07-02 02:30:00+00:00","0.082","0.0","0.01691865"
"2010-07-02 03:00:00+00:00","0.149","0.0","0.01529505"
"2010-07-02 03:30:00+00:00","0.081","0.0","0.0142188"
"2010-07-02 04:00:00+00:00","0.129","0.0","0.013407"
"2010-07-02 04:30:00+00:00","0.101","0.0","0.0128043"
"2010-07-02 05:00:00+00:00","0.108","0.0","0.0133332"
"2010-07-02 05:30:00+00:00","0.118","0.0","0.01495065"
"2010-07-02 06:00:00+00:00","0.333","0.0","0.0156087"
"2010-07-02 06:30:00+00:00","0.159","0.0","0.0162729"
"2010-07-02 07:00:00+00:00","0.094","0.0","0.0170847"
"2010-07-02 07:30:00+00:00","0.219","0.002","0.0162237"
"2010-07-02 08:00:00+00:00","0.103","0.031","0.02100225"
"2010-07-02 08:30:00+00:00","0.215","0.061","0.0240096"
"2010-07-02 09:00:00+00:00","0.133","0.099","0.02365905"
"2010-07-02 09:30:00+00:00","0.327","0.13","0.0273798"
"2010-07-02 10:00:00+00:00","0.216","0.156","0.0252396"
"2010-07-02 10:30:00+00:00","0.17","0.178","0.02499975"
"2010-07-02 11:00:00+00:00","0.118","0.15","0.0235545"
"2010-07-02 11:30:00+00:00","0.378","0.089","0.0214143"
"2010-07-02 12:00:00+00:00","0.192","0.105","0.0213774"
"2010-07-02 12:30:00+00:00","0.214","0.078","0.02046105"
"2010-07-02 13:00:00+00:00","2.008","0.079","0.01941555"
"2010-07-02 13:30:00+00:00","2.186","0.076","0.02078085"
"2010-07-02 14:00:00+00:00","2.197","0.065","0.0213159"
"2010-07-02 14:30:00+00:00","2.218","0.042","0.01990755"
"2010-07-02 15:00:00+00:00","2.175","0.05","0.01980915"
"2010-07-02 15:30:00+00:00","2.201","0.019","0.01948935"
"2010-07-02 16:00:00+00:00","2.251","0.03","0.0205041"
"2010-07-02 16:30:00+00:00","2.221","0.014","0.0165066"
"2010-07-02 17:00:00+00:00","2.336","0.0","0.0143049"
"2010-07-02 17:30:00+00:00","2.401","0.0","0.0212544"
"2010-07-02 18:00:00+00:00","2.486","0.0","0.02480295"
"2010-07-02 18:30:00+00:00","2.366","0.0","0.0246615"
"2010-07-02 19:00:00+00:00","2.255","0.0","0.0226074"
"2010-07-02 19:30:00+00:00","2.408","0.0","0.0194832"
"2010-07-02 20:00:00+00:00","2.389","0.0","0.017343"
"2010-07-02 20:30:00+00:00","2.576","0.0","0.01552875"
"2010-07-02 21:00:00+00:00","2.344","0.0","0.0158547"
"2010-07-02 21:30:00+00:00","2.578","0.0","0.0156825"
"2010-07-02 22:00:00+00:00","2.279","0.0","0.01651275"
"2010-07-02 22:30:00+00:00","1.17","0.0","0.0301842"
"2010-07-02 23:00:00+00:00","0.166","0.0","0.0203319"
"2010-07-02 23:30:00+00:00","0.149","0.0","0.02074395"
"2010-07-03 00:00:00+00:00","0.119","0.0","0.02005515"
"2010-07-03 00:30:00+00:00","0.117","0.001","0.01984605"
"2010-07-03 01:00:00+00:00","0.118","0.0","0.0196308"
"2010-07-03 01:30:00+00:00","0.09","0.0","0.02150655"
"2010-07-03 02:00:00+00:00","0.125","0.0","0.02060865"
"2010-07-03 02:30:00+00:00","0.081","0.0","0.01597155"
"2010-07-03 03:00:00+00:00","0.126","0.0","0.01458165"
"2010-07-03 03:30:00+00:00","0.086","0.0","0.01453245"
"2010-07-03 04:00:00+00:00","0.122","0.0","0.01217085"
"2010-07-03 04:30:00+00:00","0.091","0.0","0.01453245"
"2010-07-03 05:00:00+00:00","0.123","0.0","0.0125337"
"2010-07-03 05:30:00+00:00","0.091","0.0","0.01534425"
"2010-07-03 06:00:00+00:00","0.125","0.0","0.0153873"
"2010-07-03 06:30:00+00:00","0.083","0.0","0.01531965"
"2010-07-03 07:00:00+00:00","0.126","0.0","0.0156333"
"2010-07-03 07:30:00+00:00","0.12","0.017","0.01536885"
"2010-07-03 08:00:00+00:00","0.32","0.161","0.0163959"
"2010-07-03 08:30:00+00:00","0.131","0.246","0.0195447"
"2010-07-03 09:00:00+00:00","0.102","0.209","0.02000595"
"2010-07-03 09:30:00+00:00","0.301","0.431","0.02219535"
"2010-07-03 10:00:00+00:00","0.26","0.482","0.02128515"
"2010-07-03 10:30:00+00:00","0.343","0.521","0.0204057"
"2010-07-03 11:00:00+00:00","0.157","0.553","0.01958775"
"2010-07-03 11:30:00+00:00","0.249","0.569","0.0199875"
"2010-07-03 12:00:00+00:00","0.112","0.569","0.020664"
