algorithm,seed,reward_mean,reward_7day,reward_mean_eval_checkpoints,reward_std_eval_checkpoints,reward_std,price_mean,price_7day,price_mean_eval_checkpoints,price_std_eval_checkpoints,price_std,price_mean_eur_per_day,total_timesteps,n_eval_episodes,final_eval_steps,final_eval_data_length_steps,final_eval_days,seven_day_steps,seven_day_truncated,final_eval_source,final_eval_semantics,episode_length_steps,episode_days,korakov_na_dan,reset_mode,observation_mode,model_path
IQN,0,-221.51017870881222,-2.007142526750002,-221.4717531130622,2.842170943040401e-14,2.842170943040401e-14,3178.0383696566496,57.316761383600245,3177.8158609256498,0.0,0.0,8.699010135921487,15000,5,17535,17536,365.3333333333333,336,False,test_env,deterministic full-horizon rollout cumulative totals,17535,365.3125,48,sequential,compact,reconciliation_outputs/BTR_fullsplit/models/IQN_seed0.pt
